Date,Country,City,Specie,median
2019-02-13,KR,Seoul,no2,26.9
2019-02-14,KR,Seoul,no2,39.9
2019-02-15,KR,Seoul,no2,38.0
2019-02-16,KR,Seoul,no2,20.4
2019-02-17,KR,Seoul,no2,23.2
2019-02-18,KR,Seoul,no2,47.3
2019-02-19,KR,Seoul,no2,41.7
2019-02-20,KR,Seoul,no2,30.6
2019-02-21,KR,Seoul,no2,45.4
2019-02-22,KR,Seoul,no2,52.2
2019-02-23,KR,Seoul,no2,51.1
2019-02-24,KR,Seoul,no2,42.6
2019-02-25,KR,Seoul,no2,37.1
2019-02-26,KR,Seoul,no2,40.8
2019-02-27,KR,Seoul,no2,49.1
2019-02-28,KR,Seoul,no2,52.2
2019-03-01,KR,Seoul,no2,48.2
2019-03-02,KR,Seoul,no2,55.5
2019-03-03,KR,Seoul,no2,45.4
2019-03-04,KR,Seoul,no2,49.1
2019-03-05,KR,Seoul,no2,37.1
2019-03-06,KR,Seoul,no2,46.3
2019-03-07,KR,Seoul,no2,30.6
2019-03-08,KR,Seoul,no2,38.0
2019-03-09,KR,Seoul,no2,50.1
2019-03-10,KR,Seoul,no2,35.2
2019-03-11,KR,Seoul,no2,38.0
2019-03-12,KR,Seoul,no2,24.1
2019-03-13,KR,Seoul,no2,16.7
2019-03-14,KR,Seoul,no2,28.8
2019-03-15,KR,Seoul,no2,27.8
2019-03-16,KR,Seoul,no2,24.1
2019-03-17,KR,Seoul,no2,24.1
2019-03-18,KR,Seoul,no2,40.8
2019-03-19,KR,Seoul,no2,49.1
2019-03-20,KR,Seoul,no2,49.1
2019-03-21,KR,Seoul,no2,18.6
2019-03-22,KR,Seoul,no2,14.9
2019-03-23,KR,Seoul,no2,20.4
2019-03-24,KR,Seoul,no2,18.6
2019-03-25,KR,Seoul,no2,26.0
2019-03-26,KR,Seoul,no2,27.8
2019-03-28,KR,Seoul,no2,27.8
2019-03-29,KR,Seoul,no2,22.3
2019-03-30,KR,Seoul,no2,14.9
2019-03-31,KR,Seoul,no2,11.2
2019-04-01,KR,Seoul,no2,18.6
2019-04-02,KR,Seoul,no2,26.0
2019-04-03,KR,Seoul,no2,27.8
2019-04-04,KR,Seoul,no2,26.0
2019-04-05,KR,Seoul,no2,19.5
2019-04-06,KR,Seoul,no2,41.7
2019-04-07,KR,Seoul,no2,20.4
2019-04-08,KR,Seoul,no2,21.3
2019-04-09,KR,Seoul,no2,24.1
2019-04-10,KR,Seoul,no2,20.4
2019-04-11,KR,Seoul,no2,31.5
2019-04-12,KR,Seoul,no2,35.2
2019-04-13,KR,Seoul,no2,35.2
2019-04-15,KR,Seoul,no2,32.5
2019-04-16,KR,Seoul,no2,38.9
2019-04-17,KR,Seoul,no2,38.9
2019-04-18,KR,Seoul,no2,27.8
2019-04-19,KR,Seoul,no2,23.2
2019-04-20,KR,Seoul,no2,22.3
2019-04-21,KR,Seoul,no2,16.7
2019-04-22,KR,Seoul,no2,33.4
2019-04-23,KR,Seoul,no2,41.7
2019-04-24,KR,Seoul,no2,28.8
2019-04-25,KR,Seoul,no2,24.1
2019-04-26,KR,Seoul,no2,18.6
2019-04-27,KR,Seoul,no2,23.2
2019-04-28,KR,Seoul,no2,19.5
2019-04-29,KR,Seoul,no2,35.2
2019-04-30,KR,Seoul,no2,33.4
2019-05-01,KR,Seoul,no2,24.1
2019-05-02,KR,Seoul,no2,24.1
2019-05-03,KR,Seoul,no2,37.1
2019-05-04,KR,Seoul,no2,38.9
2019-05-05,KR,Seoul,no2,28.8
2019-05-06,KR,Seoul,no2,10.2
2019-05-07,KR,Seoul,no2,26.0
2019-05-08,KR,Seoul,no2,24.1
2019-05-09,KR,Seoul,no2,23.2
2019-05-10,KR,Seoul,no2,37.1
2019-05-11,KR,Seoul,no2,42.6
2019-05-12,KR,Seoul,no2,32.5
2019-05-13,KR,Seoul,no2,38.9
2019-05-14,KR,Seoul,no2,26.9
2019-05-15,KR,Seoul,no2,33.4
2019-05-16,KR,Seoul,no2,35.2
2019-05-17,KR,Seoul,no2,38.9
2019-05-18,KR,Seoul,no2,14.9
2019-05-19,KR,Seoul,no2,11.2
2019-05-20,KR,Seoul,no2,12.1
2019-05-21,KR,Seoul,no2,17.6
2019-05-22,KR,Seoul,no2,20.4
2019-05-23,KR,Seoul,no2,28.8
2019-05-24,KR,Seoul,no2,38.0
2019-05-25,KR,Seoul,no2,25.1
2019-05-26,KR,Seoul,no2,21.3
2019-05-27,KR,Seoul,no2,13.9
2019-05-28,KR,Seoul,no2,15.8
2019-05-29,KR,Seoul,no2,25.1
2019-05-30,KR,Seoul,no2,26.9
2019-05-31,KR,Seoul,no2,13.9
2019-06-01,KR,Seoul,no2,16.7
2019-06-02,KR,Seoul,no2,20.4
2019-06-03,KR,Seoul,no2,29.7
2019-06-04,KR,Seoul,no2,22.3
2019-06-05,KR,Seoul,no2,22.3
2019-06-06,KR,Seoul,no2,27.8
2019-06-07,KR,Seoul,no2,12.1
2019-06-08,KR,Seoul,no2,20.4
2019-06-09,KR,Seoul,no2,16.7
2019-06-10,KR,Seoul,no2,12.1
2019-06-11,KR,Seoul,no2,14.9
2019-06-12,KR,Seoul,no2,26.0
2019-06-13,KR,Seoul,no2,26.9
2019-06-14,KR,Seoul,no2,25.1
2019-06-15,KR,Seoul,no2,14.9
2019-06-16,KR,Seoul,no2,13.0
2019-06-17,KR,Seoul,no2,16.7
2019-06-18,KR,Seoul,no2,23.2
2019-06-19,KR,Seoul,no2,15.8
2019-06-21,KR,Seoul,no2,18.6
2019-06-22,KR,Seoul,no2,13.9
2019-06-23,KR,Seoul,no2,10.2
2019-06-24,KR,Seoul,no2,20.4
2019-06-25,KR,Seoul,no2,25.1
2019-06-26,KR,Seoul,no2,28.8
2019-06-27,KR,Seoul,no2,16.7
2019-06-28,KR,Seoul,no2,25.1
2019-06-29,KR,Seoul,no2,18.6
2019-06-30,KR,Seoul,no2,12.1
2019-07-01,KR,Seoul,no2,14.9
2019-07-02,KR,Seoul,no2,14.9
2019-07-03,KR,Seoul,no2,22.3
2019-07-04,KR,Seoul,no2,24.1
2019-07-05,KR,Seoul,no2,28.8
2019-07-06,KR,Seoul,no2,19.5
2019-07-07,KR,Seoul,no2,7.5
2019-07-08,KR,Seoul,no2,10.2
2019-07-09,KR,Seoul,no2,10.2
2019-07-10,KR,Seoul,no2,11.2
2019-07-11,KR,Seoul,no2,12.1
2019-07-12,KR,Seoul,no2,15.8
2019-07-13,KR,Seoul,no2,15.8
2019-07-14,KR,Seoul,no2,14.9
2019-07-15,KR,Seoul,no2,21.3
2019-07-16,KR,Seoul,no2,21.3
2019-07-17,KR,Seoul,no2,25.1
2019-07-18,KR,Seoul,no2,26.0
2019-07-19,KR,Seoul,no2,20.4
2019-07-20,KR,Seoul,no2,9.3
2019-07-21,KR,Seoul,no2,8.4
2019-07-22,KR,Seoul,no2,15.8
2019-07-23,KR,Seoul,no2,17.6
2019-07-24,KR,Seoul,no2,17.6
2019-07-25,KR,Seoul,no2,21.3
2019-07-26,KR,Seoul,no2,19.5
2019-07-27,KR,Seoul,no2,15.8
2019-07-28,KR,Seoul,no2,10.2
2019-07-29,KR,Seoul,no2,10.2
2019-07-30,KR,Seoul,no2,9.3
2019-07-31,KR,Seoul,no2,14.9
2019-08-01,KR,Seoul,no2,13.9
2019-08-02,KR,Seoul,no2,14.9
2019-08-03,KR,Seoul,no2,18.6
2019-08-04,KR,Seoul,no2,17.6
2019-08-05,KR,Seoul,no2,22.3
2019-08-06,KR,Seoul,no2,17.6
2019-08-07,KR,Seoul,no2,16.7
2019-08-08,KR,Seoul,no2,17.6
2019-08-09,KR,Seoul,no2,19.5
2019-08-10,KR,Seoul,no2,15.8
2019-08-11,KR,Seoul,no2,7.5
2019-08-12,KR,Seoul,no2,14.9
2019-08-13,KR,Seoul,no2,16.7
2019-08-14,KR,Seoul,no2,15.8
2019-08-15,KR,Seoul,no2,10.2
2019-08-16,KR,Seoul,no2,13.0
2019-08-17,KR,Seoul,no2,12.1
2019-08-18,KR,Seoul,no2,12.1
2019-08-19,KR,Seoul,no2,22.3
2019-08-20,KR,Seoul,no2,21.3
2019-08-21,KR,Seoul,no2,21.3
2019-08-22,KR,Seoul,no2,20.4
2019-08-23,KR,Seoul,no2,15.8
2019-08-24,KR,Seoul,no2,21.3
2019-08-25,KR,Seoul,no2,13.9
2019-08-26,KR,Seoul,no2,20.4
2019-08-27,KR,Seoul,no2,22.3
2019-08-28,KR,Seoul,no2,18.6
2019-08-29,KR,Seoul,no2,18.6
2019-08-30,KR,Seoul,no2,16.7
2019-08-31,KR,Seoul,no2,16.7
2019-09-01,KR,Seoul,no2,17.6
2019-09-02,KR,Seoul,no2,26.9
2019-09-03,KR,Seoul,no2,22.3
2019-09-04,KR,Seoul,no2,17.6
2019-09-05,KR,Seoul,no2,19.5
2019-09-06,KR,Seoul,no2,18.6
2019-09-07,KR,Seoul,no2,5.6
2019-09-08,KR,Seoul,no2,12.1
2019-09-09,KR,Seoul,no2,26.0
2019-09-10,KR,Seoul,no2,22.3
2019-09-11,KR,Seoul,no2,13.0
2019-09-12,KR,Seoul,no2,10.2
2019-09-13,KR,Seoul,no2,11.2
2019-09-14,KR,Seoul,no2,15.8
2019-09-15,KR,Seoul,no2,11.2
2019-09-16,KR,Seoul,no2,15.8
2019-09-17,KR,Seoul,no2,23.2
2019-09-18,KR,Seoul,no2,18.6
2019-09-19,KR,Seoul,no2,19.5
2019-09-20,KR,Seoul,no2,25.1
2019-09-21,KR,Seoul,no2,21.3
2019-09-22,KR,Seoul,no2,9.3
2019-09-23,KR,Seoul,no2,13.9
2019-09-24,KR,Seoul,no2,28.8
2019-09-25,KR,Seoul,no2,34.3
2019-09-26,KR,Seoul,no2,30.6
2019-09-27,KR,Seoul,no2,29.7
2019-09-28,KR,Seoul,no2,28.8
2019-09-29,KR,Seoul,no2,25.1
2019-09-30,KR,Seoul,no2,35.2
2019-10-01,KR,Seoul,no2,35.2
2019-10-02,KR,Seoul,no2,20.4
2019-10-03,KR,Seoul,no2,12.1
2019-10-04,KR,Seoul,no2,22.3
2019-10-05,KR,Seoul,no2,13.9
2019-10-06,KR,Seoul,no2,9.3
2019-10-07,KR,Seoul,no2,22.3
2019-10-08,KR,Seoul,no2,20.4
2019-10-09,KR,Seoul,no2,25.1
2019-10-10,KR,Seoul,no2,35.2
2019-10-11,KR,Seoul,no2,27.8
2019-10-12,KR,Seoul,no2,12.1
2019-10-13,KR,Seoul,no2,13.9
2019-10-14,KR,Seoul,no2,22.3
2019-10-15,KR,Seoul,no2,25.1
2019-10-16,KR,Seoul,no2,31.5
2019-10-17,KR,Seoul,no2,33.4
2019-10-18,KR,Seoul,no2,27.8
2019-10-19,KR,Seoul,no2,25.1
2019-10-20,KR,Seoul,no2,26.0
2019-10-21,KR,Seoul,no2,38.0
2019-10-22,KR,Seoul,no2,38.0
2019-10-23,KR,Seoul,no2,29.7
2019-10-24,KR,Seoul,no2,22.3
2019-10-25,KR,Seoul,no2,22.3
2019-10-26,KR,Seoul,no2,13.9
2019-10-27,KR,Seoul,no2,21.3
2019-10-28,KR,Seoul,no2,27.8
2019-10-29,KR,Seoul,no2,20.4
2019-10-30,KR,Seoul,no2,28.8
2019-10-31,KR,Seoul,no2,32.5
2019-11-01,KR,Seoul,no2,34.3
2019-11-02,KR,Seoul,no2,46.3
2019-11-03,KR,Seoul,no2,29.7
2019-11-04,KR,Seoul,no2,25.1
2019-11-05,KR,Seoul,no2,38.0
2019-11-06,KR,Seoul,no2,39.9
2019-11-07,KR,Seoul,no2,27.8
2019-11-08,KR,Seoul,no2,33.4
2019-11-09,KR,Seoul,no2,42.6
2019-11-10,KR,Seoul,no2,34.3
2019-11-11,KR,Seoul,no2,20.4
2019-11-12,KR,Seoul,no2,38.0
2019-11-13,KR,Seoul,no2,38.9
2019-11-15,KR,Seoul,no2,40.8
2019-11-16,KR,Seoul,no2,33.4
2019-11-17,KR,Seoul,no2,30.6
2019-11-18,KR,Seoul,no2,13.9
2019-11-19,KR,Seoul,no2,16.7
2019-11-20,KR,Seoul,no2,28.8
2019-11-21,KR,Seoul,no2,41.7
2019-11-22,KR,Seoul,no2,41.7
2019-11-23,KR,Seoul,no2,42.6
2019-11-24,KR,Seoul,no2,31.5
2019-11-25,KR,Seoul,no2,16.7
2019-11-26,KR,Seoul,no2,33.4
2019-11-27,KR,Seoul,no2,24.1
2019-11-28,KR,Seoul,no2,31.5
2019-11-29,KR,Seoul,no2,34.3
2019-11-30,KR,Seoul,no2,45.4
2019-12-01,KR,Seoul,no2,40.8
2019-12-02,KR,Seoul,no2,16.7
2019-12-03,KR,Seoul,no2,37.1
2019-12-04,KR,Seoul,no2,34.3
2019-12-05,KR,Seoul,no2,16.7
2019-12-06,KR,Seoul,no2,29.7
2019-12-07,KR,Seoul,no2,44.5
2019-12-08,KR,Seoul,no2,40.8
2019-12-09,KR,Seoul,no2,44.5
2019-12-10,KR,Seoul,no2,50.1
2019-12-11,KR,Seoul,no2,24.1
2019-12-12,KR,Seoul,no2,21.3
2019-12-13,KR,Seoul,no2,39.9
2019-12-14,KR,Seoul,no2,24.1
2019-12-15,KR,Seoul,no2,36.2
2019-12-16,KR,Seoul,no2,43.6
2019-12-17,KR,Seoul,no2,32.5
2019-12-18,KR,Seoul,no2,26.0
2019-12-19,KR,Seoul,no2,27.8
2019-12-20,KR,Seoul,no2,29.7
2019-12-21,KR,Seoul,no2,40.8
2019-12-22,KR,Seoul,no2,38.0
2019-12-23,KR,Seoul,no2,34.3
2019-12-24,KR,Seoul,no2,41.7
2019-12-25,KR,Seoul,no2,43.6
2019-12-26,KR,Seoul,no2,34.3
2019-12-27,KR,Seoul,no2,26.9
2019-12-28,KR,Seoul,no2,41.7
2019-12-29,KR,Seoul,no2,35.2
2019-12-30,KR,Seoul,no2,32.5
2019-12-31,KR,Seoul,no2,13.9
2020-01-01,KR,Seoul,no2,33.4
2020-01-02,KR,Seoul,no2,39.9
2020-01-03,KR,Seoul,no2,39.9
2020-01-04,KR,Seoul,no2,41.7
2020-01-05,KR,Seoul,no2,41.7
2020-01-06,KR,Seoul,no2,39.9
2020-01-07,KR,Seoul,no2,31.5
2020-01-08,KR,Seoul,no2,20.4
2020-01-09,KR,Seoul,no2,22.3
2020-01-10,KR,Seoul,no2,40.8
2020-01-11,KR,Seoul,no2,37.1
2020-01-12,KR,Seoul,no2,19.5
2020-01-13,KR,Seoul,no2,21.3
2020-01-14,KR,Seoul,no2,38.0
2020-01-15,KR,Seoul,no2,34.3
2020-01-16,KR,Seoul,no2,36.2
2020-01-17,KR,Seoul,no2,46.3
2020-01-18,KR,Seoul,no2,44.5
2020-01-19,KR,Seoul,no2,37.1
2020-01-20,KR,Seoul,no2,24.1
2020-01-21,KR,Seoul,no2,39.9
2020-01-22,KR,Seoul,no2,49.1
2020-01-23,KR,Seoul,no2,43.6
2020-01-24,KR,Seoul,no2,30.6
2020-01-25,KR,Seoul,no2,36.2
2020-01-26,KR,Seoul,no2,22.3
2020-01-27,KR,Seoul,no2,9.3
2020-01-28,KR,Seoul,no2,18.6
2020-01-29,KR,Seoul,no2,26.9
2020-01-30,KR,Seoul,no2,28.8
2020-01-31,KR,Seoul,no2,30.6
2020-02-01,KR,Seoul,no2,36.2
2020-02-02,KR,Seoul,no2,29.7
2020-02-03,KR,Seoul,no2,16.7
2020-02-04,KR,Seoul,no2,24.1
2020-02-05,KR,Seoul,no2,13.0
2020-02-06,KR,Seoul,no2,28.8
2020-02-07,KR,Seoul,no2,34.3
2020-02-08,KR,Seoul,no2,15.8
2020-02-09,KR,Seoul,no2,23.2
2020-02-10,KR,Seoul,no2,39.9
2020-02-11,KR,Seoul,no2,51.1
2020-02-12,KR,Seoul,no2,48.2
2020-02-13,KR,Seoul,no2,32.5
2020-02-14,KR,Seoul,no2,42.6
2020-02-15,KR,Seoul,no2,35.2
2020-02-16,KR,Seoul,no2,13.0
2020-02-17,KR,Seoul,no2,13.0
2020-02-18,KR,Seoul,no2,21.3
2020-02-19,KR,Seoul,no2,42.6
2020-02-20,KR,Seoul,no2,47.3
2020-02-21,KR,Seoul,no2,43.6
2020-02-22,KR,Seoul,no2,13.9
2020-02-23,KR,Seoul,no2,16.7
2020-02-24,KR,Seoul,no2,37.1
2020-02-25,KR,Seoul,no2,24.1
2020-02-26,KR,Seoul,no2,25.1
2020-02-27,KR,Seoul,no2,24.1
2020-02-28,KR,Seoul,no2,38.0
2020-02-29,KR,Seoul,no2,28.8
2020-03-01,KR,Seoul,no2,25.1
2020-03-02,KR,Seoul,no2,16.7
2020-03-03,KR,Seoul,no2,37.1
2020-03-04,KR,Seoul,no2,14.9
2020-03-05,KR,Seoul,no2,19.5
2020-03-06,KR,Seoul,no2,40.8
2020-03-07,KR,Seoul,no2,48.2
2020-03-08,KR,Seoul,no2,38.9
2020-03-09,KR,Seoul,no2,46.3
2020-03-10,KR,Seoul,no2,24.1
2020-03-11,KR,Seoul,no2,13.9
2020-03-12,KR,Seoul,no2,27.8
2020-03-13,KR,Seoul,no2,15.8
2020-03-14,KR,Seoul,no2,15.8
2020-03-15,KR,Seoul,no2,13.0
2020-03-16,KR,Seoul,no2,16.7
2020-03-17,KR,Seoul,no2,26.9
2020-03-18,KR,Seoul,no2,37.1
2020-03-19,KR,Seoul,no2,14.9
2020-03-20,KR,Seoul,no2,16.7
2020-03-21,KR,Seoul,no2,22.3
2020-03-22,KR,Seoul,no2,11.2
2020-03-23,KR,Seoul,no2,25.1
2020-03-24,KR,Seoul,no2,34.3
2020-03-25,KR,Seoul,no2,38.9
2020-03-26,KR,Seoul,no2,32.5
2020-03-27,KR,Seoul,no2,15.8
2020-03-28,KR,Seoul,no2,10.2
2020-03-29,KR,Seoul,no2,17.6
2020-03-30,KR,Seoul,no2,34.3
2020-03-31,KR,Seoul,no2,40.8
2020-04-01,KR,Seoul,no2,19.5
2020-04-02,KR,Seoul,no2,23.2
2020-04-03,KR,Seoul,no2,26.0
2020-04-04,KR,Seoul,no2,14.9
2020-04-05,KR,Seoul,no2,11.2
2020-04-06,KR,Seoul,no2,29.7
2020-04-07,KR,Seoul,no2,26.0
2020-04-08,KR,Seoul,no2,13.9
2020-04-09,KR,Seoul,no2,17.6
2020-04-10,KR,Seoul,no2,23.2
2020-04-11,KR,Seoul,no2,21.3
2020-04-12,KR,Seoul,no2,13.9
2020-04-13,KR,Seoul,no2,12.1
2020-04-14,KR,Seoul,no2,32.5
2020-04-15,KR,Seoul,no2,31.5
2020-04-16,KR,Seoul,no2,29.7
2020-04-17,KR,Seoul,no2,22.3
2020-04-18,KR,Seoul,no2,13.9
2020-04-19,KR,Seoul,no2,18.6
2020-04-20,KR,Seoul,no2,13.9
2020-04-21,KR,Seoul,no2,11.2
2020-04-22,KR,Seoul,no2,8.4
2020-04-23,KR,Seoul,no2,11.2
2020-04-24,KR,Seoul,no2,16.7
2020-04-25,KR,Seoul,no2,13.9
2020-04-26,KR,Seoul,no2,11.2
2020-04-27,KR,Seoul,no2,20.4
2020-04-28,KR,Seoul,no2,24.1
2020-04-29,KR,Seoul,no2,20.4
2020-04-30,KR,Seoul,no2,20.4
2020-05-01,KR,Seoul,no2,10.2
2020-05-02,KR,Seoul,no2,11.2
2020-05-03,KR,Seoul,no2,12.1
2020-05-04,KR,Seoul,no2,17.6
2020-05-05,KR,Seoul,no2,24.1
2020-05-06,KR,Seoul,no2,26.0
2020-05-07,KR,Seoul,no2,17.6
2020-05-08,KR,Seoul,no2,20.4
2020-05-09,KR,Seoul,no2,13.9
2020-05-10,KR,Seoul,no2,10.2
2020-05-11,KR,Seoul,no2,16.7
2020-05-12,KR,Seoul,no2,15.8
2020-05-13,KR,Seoul,no2,20.4
2020-05-14,KR,Seoul,no2,31.5
2020-05-15,KR,Seoul,no2,21.3
2020-05-16,KR,Seoul,no2,17.6
2020-05-17,KR,Seoul,no2,13.0
2020-05-18,KR,Seoul,no2,19.5
2020-05-19,KR,Seoul,no2,11.2
2020-05-20,KR,Seoul,no2,13.9
2020-05-21,KR,Seoul,no2,20.4
2020-05-22,KR,Seoul,no2,23.2
2020-05-23,KR,Seoul,no2,20.4
2020-05-24,KR,Seoul,no2,9.3
2020-05-25,KR,Seoul,no2,19.5
2020-05-26,KR,Seoul,no2,22.3
2020-05-27,KR,Seoul,no2,18.6
2020-05-28,KR,Seoul,no2,24.1
2020-05-29,KR,Seoul,no2,24.1
2020-05-30,KR,Seoul,no2,26.9
2020-05-31,KR,Seoul,no2,16.7
2020-06-01,KR,Seoul,no2,12.1
2020-06-02,KR,Seoul,no2,21.3
2020-06-03,KR,Seoul,no2,13.9
2020-06-04,KR,Seoul,no2,13.9
2020-06-05,KR,Seoul,no2,18.6
2020-06-06,KR,Seoul,no2,21.3
2020-06-07,KR,Seoul,no2,12.1
2020-06-08,KR,Seoul,no2,17.6
2020-06-09,KR,Seoul,no2,27.8
2020-06-10,KR,Seoul,no2,25.1
2020-06-11,KR,Seoul,no2,14.9
2020-06-12,KR,Seoul,no2,29.7
2020-06-13,KR,Seoul,no2,23.2
2020-06-14,KR,Seoul,no2,11.2
2020-06-15,KR,Seoul,no2,14.9
2020-06-16,KR,Seoul,no2,16.7
2020-06-17,KR,Seoul,no2,22.3
2020-06-18,KR,Seoul,no2,22.3
2020-06-19,KR,Seoul,no2,16.7
2020-06-20,KR,Seoul,no2,18.6
2020-06-21,KR,Seoul,no2,13.9
2020-06-22,KR,Seoul,no2,25.1
2020-06-23,KR,Seoul,no2,29.7
2020-06-24,KR,Seoul,no2,17.6
2020-06-25,KR,Seoul,no2,13.9
2020-06-26,KR,Seoul,no2,13.0
2020-06-27,KR,Seoul,no2,16.7
2020-06-28,KR,Seoul,no2,10.2
2020-06-29,KR,Seoul,no2,18.6
2020-06-30,KR,Seoul,no2,10.2
2020-07-01,KR,Seoul,no2,18.6
2020-07-02,KR,Seoul,no2,17.6
2020-07-03,KR,Seoul,no2,17.6
2020-07-04,KR,Seoul,no2,13.9
2020-07-05,KR,Seoul,no2,12.1
2020-07-06,KR,Seoul,no2,17.6
2020-07-07,KR,Seoul,no2,13.9
2020-07-08,KR,Seoul,no2,18.6
2020-07-09,KR,Seoul,no2,20.4
2020-07-10,KR,Seoul,no2,13.9
2020-07-11,KR,Seoul,no2,9.3
2020-07-12,KR,Seoul,no2,9.3
2020-07-13,KR,Seoul,no2,9.3
2020-07-14,KR,Seoul,no2,10.2
2020-07-15,KR,Seoul,no2,13.9
2020-07-16,KR,Seoul,no2,22.3
2020-07-17,KR,Seoul,no2,21.3
2020-07-18,KR,Seoul,no2,20.4
2020-07-19,KR,Seoul,no2,10.2
2020-07-20,KR,Seoul,no2,11.2
2020-07-21,KR,Seoul,no2,18.6
2020-07-22,KR,Seoul,no2,26.0
2020-07-23,KR,Seoul,no2,15.8
2020-07-24,KR,Seoul,no2,8.4
2020-07-25,KR,Seoul,no2,9.3
2020-07-26,KR,Seoul,no2,7.5
2020-07-27,KR,Seoul,no2,17.6
2020-07-28,KR,Seoul,no2,16.7
2020-07-29,KR,Seoul,no2,18.6
2020-07-30,KR,Seoul,no2,18.6
2020-07-31,KR,Seoul,no2,16.7
2020-08-01,KR,Seoul,no2,10.2
2020-08-02,KR,Seoul,no2,9.3
2020-08-03,KR,Seoul,no2,11.2
2020-08-04,KR,Seoul,no2,8.4
2020-08-05,KR,Seoul,no2,12.1
2020-08-06,KR,Seoul,no2,9.3
2020-08-07,KR,Seoul,no2,17.6
2020-08-08,KR,Seoul,no2,13.9
2020-08-09,KR,Seoul,no2,7.5
2020-08-10,KR,Seoul,no2,12.1
2020-08-11,KR,Seoul,no2,14.9
2020-08-12,KR,Seoul,no2,18.6
2020-08-13,KR,Seoul,no2,13.0
2020-08-14,KR,Seoul,no2,11.2
2020-08-15,KR,Seoul,no2,13.0
2020-08-16,KR,Seoul,no2,7.5
2020-08-17,KR,Seoul,no2,9.3
2020-08-18,KR,Seoul,no2,15.8
2020-08-19,KR,Seoul,no2,14.9
2020-08-20,KR,Seoul,no2,14.9
2020-08-21,KR,Seoul,no2,17.6
2020-08-22,KR,Seoul,no2,15.8
2020-08-23,KR,Seoul,no2,11.2
2020-08-24,KR,Seoul,no2,18.6
2020-08-25,KR,Seoul,no2,16.7
2020-08-26,KR,Seoul,no2,13.0
2020-08-27,KR,Seoul,no2,9.3
2020-08-28,KR,Seoul,no2,15.8
2020-08-29,KR,Seoul,no2,13.9
2020-08-30,KR,Seoul,no2,9.3
2020-08-31,KR,Seoul,no2,11.2
2020-09-01,KR,Seoul,no2,14.9
2020-09-02,KR,Seoul,no2,14.9
2020-09-03,KR,Seoul,no2,6.5
2020-09-04,KR,Seoul,no2,12.1
2020-09-05,KR,Seoul,no2,21.3
2020-09-06,KR,Seoul,no2,11.2
2020-09-07,KR,Seoul,no2,7.5
2020-09-08,KR,Seoul,no2,11.2
2020-09-09,KR,Seoul,no2,16.7
2020-09-10,KR,Seoul,no2,19.5
2020-09-11,KR,Seoul,no2,20.4
2020-09-12,KR,Seoul,no2,12.1
2020-09-13,KR,Seoul,no2,7.5
2020-09-14,KR,Seoul,no2,15.8
2020-09-15,KR,Seoul,no2,19.5
2020-09-16,KR,Seoul,no2,20.4
2020-09-17,KR,Seoul,no2,19.5
2020-09-18,KR,Seoul,no2,15.8
2020-09-19,KR,Seoul,no2,15.8
2020-09-20,KR,Seoul,no2,11.2
2020-09-21,KR,Seoul,no2,22.3
2020-09-22,KR,Seoul,no2,16.7
2020-09-23,KR,Seoul,no2,11.2
2020-09-24,KR,Seoul,no2,9.3
2020-09-25,KR,Seoul,no2,12.1
2020-09-26,KR,Seoul,no2,12.1
2020-09-27,KR,Seoul,no2,9.3
2020-09-28,KR,Seoul,no2,23.2
2020-09-29,KR,Seoul,no2,25.1
