ja,it,da,tr,no,en,sr,sv,nl,de,fr,ca,ko,fi,total,date
163977.0,96495.0,14602.0,29788.0,16415.0,2138089.0,4602.0,23340.0,44934.0,246553.0,176412.0,12989.0,11568.0,18714.0,2998478.0,2015-10-26
161652.0,97855.0,14267.0,26733.0,17871.0,2019117.0,4901.0,23209.0,42626.0,223622.0,169496.0,12456.0,12319.0,18668.0,2844792.0,2015-10-27
161326.0,95774.0,13321.0,20320.0,16387.0,1904131.0,4720.0,22303.0,43621.0,218987.0,172367.0,12036.0,11691.0,17326.0,2714310.0,2015-10-28
154609.0,91277.0,12445.0,21992.0,15344.0,1791366.0,4226.0,21702.0,40793.0,216933.0,163808.0,11957.0,11247.0,16430.0,2574129.0,2015-10-29
133380.0,78108.0,11224.0,23248.0,11158.0,1571999.0,3580.0,20501.0,35022.0,184423.0,154130.0,7808.0,9260.0,12695.0,2256536.0,2015-10-30
106991.0,61119.0,5012.0,24494.0,6693.0,1262579.0,3265.0,18946.0,27306.0,171157.0,127306.0,6098.0,9028.0,11245.0,1841239.0,2015-10-31
117809.0,73802.0,7855.0,21292.0,9991.0,1463242.0,4742.0,25412.0,38149.0,216197.0,184095.0,10141.0,11246.0,14600.0,2198573.0,2015-11-01
158889.0,94761.0,13211.0,26738.0,15871.0,1872131.0,4746.0,33938.0,41136.0,231440.0,202602.0,15631.0,11509.0,18123.0,2740726.0,2015-11-02
139554.0,94149.0,13157.0,27094.0,16783.0,1867875.0,5104.0,36087.0,40659.0,238417.0,201749.0,13877.0,11786.0,18086.0,2724377.0,2015-11-03
158352.0,98161.0,12684.0,30317.0,17762.0,1900679.0,5614.0,38546.0,43075.0,241656.0,200370.0,14600.0,11621.0,20203.0,2793640.0,2015-11-04
154953.0,96900.0,13060.0,28891.0,16730.0,1887268.0,4569.0,35511.0,39918.0,225948.0,183945.0,12916.0,10750.0,16754.0,2728113.0,2015-11-05
139098.0,83284.0,10806.0,21656.0,11309.0,1722219.0,3162.0,27633.0,34922.0,192595.0,161219.0,8420.0,10168.0,14480.0,2440971.0,2015-11-06
124585.0,75789.0,5906.0,26894.0,6790.0,1401056.0,3008.0,23245.0,32846.0,196159.0,145805.0,6635.0,9224.0,10471.0,2068413.0,2015-11-07
144558.0,87836.0,7909.0,34513.0,10838.0,1560355.0,3652.0,28233.0,44599.0,232772.0,189598.0,14196.0,12008.0,15238.0,2386305.0,2015-11-08
169505.0,100996.0,14310.0,31402.0,16792.0,1960049.0,3915.0,36410.0,48295.0,260387.0,192899.0,13360.0,12347.0,19462.0,2880129.0,2015-11-09
162858.0,100895.0,13650.0,31720.0,16873.0,1887192.0,4092.0,35250.0,44382.0,255797.0,173274.0,12753.0,11399.0,19315.0,2769450.0,2015-11-10
152876.0,99374.0,13461.0,33205.0,16931.0,1723099.0,4813.0,35053.0,47041.0,249092.0,198660.0,12591.0,10457.0,20143.0,2616796.0,2015-11-11
153321.0,97023.0,13272.0,35316.0,15947.0,1814625.0,4692.0,34160.0,46666.0,246234.0,181620.0,12720.0,10634.0,18401.0,2684631.0,2015-11-12
149410.0,86536.0,10676.0,26063.0,12206.0,1609174.0,3546.0,28203.0,37320.0,200570.0,153306.0,7628.0,9323.0,14613.0,2348574.0,2015-11-13
126558.0,68112.0,4746.0,29643.0,7130.0,1229240.0,3364.0,21448.0,26643.0,186083.0,120037.0,7156.0,8589.0,9939.0,1848688.0,2015-11-14
125079.0,91428.0,7246.0,36761.0,9945.0,1441414.0,4758.0,28138.0,43156.0,248076.0,170555.0,10892.0,11294.0,14358.0,2243100.0,2015-11-15
150743.0,94962.0,13694.0,40119.0,15883.0,1798418.0,6061.0,34956.0,44176.0,251195.0,174560.0,13889.0,11044.0,19699.0,2669399.0,2015-11-16
160017.0,107809.0,13497.0,42690.0,16058.0,1860226.0,5144.0,35670.0,49563.0,256561.0,180695.0,12697.0,11026.0,19495.0,2771148.0,2015-11-17
169702.0,96291.0,12961.0,39142.0,16310.0,1950607.0,5241.0,35568.0,47585.0,255669.0,179849.0,13122.0,10889.0,19245.0,2852181.0,2015-11-18
152460.0,93829.0,13228.0,35714.0,16761.0,1850734.0,4578.0,35996.0,47990.0,252541.0,170302.0,11905.0,10190.0,19596.0,2715824.0,2015-11-19
146444.0,84863.0,10416.0,25282.0,11535.0,1599370.0,3389.0,27278.0,36532.0,202386.0,158295.0,8035.0,8973.0,15053.0,2337851.0,2015-11-20
120409.0,77987.0,5254.0,27754.0,7517.0,1252422.0,3551.0,19753.0,30194.0,183107.0,145979.0,7225.0,8194.0,11319.0,1900665.0,2015-11-21
129799.0,88246.0,7561.0,35469.0,9464.0,1548473.0,5229.0,25644.0,44565.0,250442.0,185577.0,10451.0,10767.0,15018.0,2366705.0,2015-11-22
154374.0,116181.0,13479.0,36699.0,15599.0,1784575.0,5597.0,37677.0,47239.0,276026.0,190553.0,13534.0,12016.0,20408.0,2723957.0,2015-11-23
180827.0,269254.0,14654.0,34228.0,17317.0,1875796.0,6815.0,60289.0,84416.0,417883.0,217816.0,18560.0,16346.0,25410.0,3239611.0,2015-11-24
149834.0,99305.0,13576.0,32210.0,16011.0,1583076.0,5281.0,38881.0,47465.0,259042.0,207277.0,12303.0,11532.0,18393.0,2494186.0,2015-11-25
158848.0,99053.0,12634.0,33626.0,15945.0,1463560.0,5803.0,34981.0,43116.0,241736.0,190495.0,11107.0,10365.0,18158.0,2339427.0,2015-11-26
134519.0,83964.0,9671.0,25410.0,11479.0,1474237.0,3797.0,27192.0,38051.0,194530.0,150753.0,7497.0,8256.0,12945.0,2182301.0,2015-11-27
119824.0,78100.0,5637.0,29662.0,7949.0,1281397.0,4135.0,19783.0,31018.0,177014.0,146034.0,6525.0,8687.0,11033.0,1926798.0,2015-11-28
133423.0,95960.0,12571.0,36278.0,13061.0,1496637.0,5481.0,35125.0,47746.0,263204.0,187294.0,9426.0,11604.0,14709.0,2362519.0,2015-11-29
159133.0,104716.0,15445.0,37579.0,18591.0,1887120.0,5981.0,43029.0,53942.0,299997.0,209058.0,13264.0,10242.0,19347.0,2877444.0,2015-11-30
155173.0,106955.0,12865.0,36095.0,16560.0,1971517.0,5588.0,39056.0,51329.0,287793.0,197418.0,12031.0,11432.0,17774.0,2921586.0,2015-12-01
153540.0,102585.0,14208.0,36689.0,16939.0,1905899.0,6129.0,39507.0,51519.0,282430.0,210858.0,12830.0,11251.0,18086.0,2862470.0,2015-12-02
158268.0,102348.0,13420.0,36921.0,16052.0,1822997.0,5104.0,39774.0,47721.0,262769.0,188527.0,10734.0,11670.0,16656.0,2732961.0,2015-12-03
136656.0,87878.0,11188.0,26764.0,12165.0,1659683.0,3571.0,38274.0,40236.0,228914.0,158197.0,6774.0,8751.0,13841.0,2432892.0,2015-12-04
121674.0,70104.0,5675.0,31720.0,8311.0,1317257.0,3924.0,27851.0,33028.0,183485.0,146802.0,3293.0,8984.0,11394.0,1973502.0,2015-12-05
128850.0,75546.0,7179.0,36858.0,10798.0,1591744.0,5687.0,32303.0,45178.0,237265.0,180460.0,3951.0,11509.0,13734.0,2381062.0,2015-12-06
151539.0,89128.0,14211.0,39201.0,16413.0,1899392.0,5623.0,38536.0,49116.0,264624.0,193479.0,5448.0,11452.0,17820.0,2795982.0,2015-12-07
164342.0,95773.0,13721.0,37010.0,16127.0,1866749.0,5536.0,37791.0,47795.0,291012.0,213749.0,7853.0,10056.0,18445.0,2825959.0,2015-12-08
178852.0,103598.0,13601.0,38292.0,16800.0,1991677.0,5782.0,36429.0,47953.0,284207.0,221695.0,11371.0,10816.0,19293.0,2980366.0,2015-12-09
167573.0,100620.0,13952.0,36142.0,14787.0,1821118.0,5157.0,33662.0,44347.0,253787.0,192439.0,10970.0,9543.0,18950.0,2723047.0,2015-12-10
144150.0,89141.0,11118.0,26858.0,12198.0,1674746.0,3795.0,26256.0,40098.0,197946.0,159118.0,8574.0,8935.0,14445.0,2417378.0,2015-12-11
121516.0,75372.0,5823.0,46382.0,7071.0,1413264.0,4159.0,20187.0,39926.0,192020.0,148093.0,6821.0,8862.0,10384.0,2099880.0,2015-12-12
