ja,it,da,tr,no,en,sr,sv,nl,de,fr,ca,ko,fi,total,date
160079.0,189759.0,21191.0,32746.0,17890.0,1880964.0,6146.0,22450.0,42493.0,232758.0,188663.0,13825.0,9907.0,25154.0,2844025.0,2016-11-02
133945.0,180493.0,17707.0,30296.0,16739.0,1828584.0,7403.0,21694.0,41116.0,222800.0,174073.0,12927.0,9453.0,22745.0,2719975.0,2016-11-03
138790.0,133107.0,16472.0,24074.0,16103.0,1649391.0,8390.0,21066.0,35669.0,197481.0,156235.0,8834.0,7923.0,18652.0,2432187.0,2016-11-04
117814.0,111919.0,7581.0,31291.0,11844.0,1372480.0,5028.0,21736.0,31629.0,211126.0,154928.0,7422.0,8372.0,12833.0,2106003.0,2016-11-05
131112.0,136391.0,8479.0,37392.0,13352.0,1634582.0,5957.0,26980.0,42356.0,273585.0,201134.0,10799.0,12486.0,16762.0,2551367.0,2016-11-06
152916.0,136938.0,14386.0,34865.0,18009.0,1994931.0,7556.0,32892.0,49833.0,261294.0,199920.0,13591.0,10947.0,21647.0,2949725.0,2016-11-07
164782.0,135885.0,13812.0,38503.0,18974.0,1938721.0,7227.0,34634.0,47281.0,252721.0,196647.0,13531.0,10779.0,22453.0,2895950.0,2016-11-08
134380.0,115585.0,12061.0,35930.0,18123.0,1985926.0,6914.0,33224.0,45805.0,223235.0,196079.0,13362.0,10144.0,19952.0,2850720.0,2016-11-09
137174.0,115789.0,89425.0,34752.0,18299.0,1941266.0,5542.0,35846.0,42903.0,234582.0,168193.0,13195.0,10896.0,20707.0,2868569.0,2016-11-10
133364.0,101914.0,11118.0,27152.0,14038.0,1585258.0,5194.0,28722.0,36890.0,191510.0,154619.0,9009.0,8684.0,17052.0,2324524.0,2016-11-11
114888.0,102755.0,5962.0,31177.0,9165.0,1393541.0,7091.0,21691.0,30676.0,174185.0,152186.0,7549.0,8379.0,13252.0,2072497.0,2016-11-12
137574.0,143729.0,9043.0,41827.0,17744.0,1795428.0,7388.0,29958.0,46241.0,268406.0,196137.0,12266.0,12153.0,19148.0,2737042.0,2016-11-13
155286.0,130244.0,13255.0,40482.0,19040.0,2183737.0,7407.0,38188.0,48695.0,276412.0,206023.0,14832.0,10951.0,22711.0,3167263.0,2016-11-14
152848.0,121389.0,13100.0,39859.0,18784.0,2136774.0,8025.0,37159.0,47029.0,258352.0,205893.0,14067.0,10353.0,22581.0,3086213.0,2016-11-15
145595.0,113264.0,13776.0,38587.0,18254.0,2078426.0,7525.0,36019.0,47376.0,253126.0,213598.0,14229.0,11297.0,22345.0,3013417.0,2016-11-16
143501.0,109522.0,14658.0,39918.0,17516.0,2032734.0,6548.0,38304.0,49277.0,240274.0,193111.0,13302.0,10970.0,24771.0,2934406.0,2016-11-17
150947.0,100437.0,12264.0,27494.0,14126.0,1826872.0,4824.0,30867.0,41832.0,213709.0,171325.0,10239.0,8563.0,19968.0,2633467.0,2016-11-18
181886.0,94798.0,5941.0,27914.0,8859.0,1455919.0,3930.0,21589.0,34658.0,189447.0,167096.0,7318.0,9019.0,14059.0,2222433.0,2016-11-19
155574.0,110049.0,11736.0,33557.0,11583.0,1647464.0,5393.0,27399.0,53714.0,247749.0,192787.0,10867.0,12010.0,17504.0,2537386.0,2016-11-20
227777.0,123971.0,13938.0,34814.0,18589.0,2029180.0,5561.0,38593.0,52068.0,280498.0,206625.0,14158.0,12259.0,24208.0,3082239.0,2016-11-21
233443.0,122172.0,13538.0,34764.0,18108.0,2000524.0,6462.0,40019.0,52795.0,278957.0,212813.0,13421.0,10773.0,23801.0,3061590.0,2016-11-22
167250.0,113607.0,12493.0,32826.0,16876.0,1793997.0,6107.0,39731.0,49910.0,254545.0,205216.0,13000.0,11584.0,22053.0,2739195.0,2016-11-23
165752.0,110515.0,12735.0,30515.0,16161.0,1652979.0,5801.0,37657.0,49427.0,241938.0,195474.0,13196.0,9905.0,21848.0,2563903.0,2016-11-24
137945.0,97951.0,9745.0,24897.0,12433.0,1509457.0,5382.0,30624.0,39327.0,186302.0,166488.0,8442.0,8206.0,17053.0,2254252.0,2016-11-25
118243.0,81780.0,5369.0,29113.0,9106.0,1415113.0,4300.0,20368.0,31527.0,169262.0,167040.0,6643.0,8425.0,12883.0,2079172.0,2016-11-26
137634.0,102994.0,7602.0,35933.0,12200.0,1656494.0,6657.0,27621.0,41357.0,221158.0,185586.0,11003.0,11224.0,18506.0,2475969.0,2016-11-27
144726.0,107320.0,13108.0,36529.0,16253.0,1948736.0,6801.0,37295.0,50044.0,249287.0,205469.0,13133.0,9810.0,21440.0,2859951.0,2016-11-28
147793.0,110372.0,13772.0,37590.0,16776.0,1998697.0,6997.0,37358.0,49880.0,261158.0,200012.0,13144.0,10267.0,21626.0,2925442.0,2016-11-29
157326.0,108291.0,11802.0,36161.0,16697.0,1994414.0,6351.0,35118.0,49054.0,240168.0,205521.0,12197.0,9615.0,19902.0,2902617.0,2016-11-30
157881.0,100029.0,11075.0,29935.0,16302.0,1929780.0,5748.0,36651.0,45258.0,228090.0,197816.0,11423.0,8834.0,18721.0,2797543.0,2016-12-01
141859.0,83022.0,9922.0,25030.0,12103.0,1671900.0,4642.0,28742.0,38268.0,211016.0,163172.0,7785.0,7930.0,16030.0,2421421.0,2016-12-02
118077.0,73804.0,5313.0,29798.0,9848.0,1372762.0,4524.0,21438.0,32728.0,161371.0,147426.0,4834.0,7710.0,12001.0,2001634.0,2016-12-03
129205.0,81953.0,7275.0,38012.0,12575.0,1662412.0,6772.0,27719.0,42878.0,217399.0,188586.0,8108.0,11199.0,14480.0,2448573.0,2016-12-04
150455.0,95634.0,13071.0,37870.0,17618.0,1979903.0,6858.0,35369.0,47740.0,246494.0,204026.0,8218.0,10395.0,14364.0,2868015.0,2016-12-05
150973.0,95400.0,12492.0,36992.0,17672.0,1942852.0,6349.0,35613.0,46123.0,244798.0,206906.0,8827.0,9976.0,15529.0,2830502.0,2016-12-06
160739.0,80591.0,13193.0,36278.0,17555.0,1990010.0,6800.0,37495.0,48802.0,234337.0,216494.0,8395.0,10354.0,20294.0,2881337.0,2016-12-07
167648.0,82570.0,13556.0,35563.0,17066.0,2022700.0,6916.0,36254.0,47930.0,237229.0,209130.0,7059.0,9234.0,21168.0,2914023.0,2016-12-08
143699.0,92927.0,11054.0,28482.0,14210.0,1808200.0,4797.0,31685.0,39410.0,189204.0,183027.0,6340.0,8285.0,18882.0,2580202.0,2016-12-09
121473.0,86110.0,6093.0,33898.0,11234.0,1438838.0,4419.0,22140.0,31410.0,167032.0,153947.0,6129.0,7946.0,13887.0,2104556.0,2016-12-10
131898.0,97896.0,7735.0,39594.0,12061.0,1608011.0,6487.0,27079.0,40796.0,230194.0,182881.0,8748.0,9530.0,16155.0,2419065.0,2016-12-11
147329.0,99638.0,13334.0,39704.0,15865.0,1968602.0,7122.0,34917.0,52625.0,245960.0,201040.0,11173.0,10063.0,22674.0,2870046.0,2016-12-12
226522.0,97506.0,13460.0,42449.0,16514.0,2016889.0,8156.0,33673.0,50556.0,277904.0,210967.0,11627.0,11304.0,24472.0,3041999.0,2016-12-13
331289.0,104279.0,32120.0,42881.0,33572.0,2506563.0,9980.0,72491.0,47769.0,623762.0,296627.0,24168.0,10800.0,51187.0,4187488.0,2016-12-14
143675.0,91804.0,12047.0,40470.0,14417.0,1855524.0,5856.0,31439.0,44250.0,231774.0,184254.0,10996.0,8613.0,21108.0,2696227.0,2016-12-15
133023.0,94914.0,9823.0,31771.0,10709.0,1668286.0,4009.0,25303.0,35672.0,175464.0,149130.0,7550.0,7009.0,16070.0,2368733.0,2016-12-16
124413.0,75690.0,6023.0,38681.0,7698.0,1872130.0,4093.0,20948.0,30820.0,171736.0,131047.0,5331.0,7150.0,14100.0,2509860.0,2016-12-17
121683.0,95271.0,7944.0,45522.0,9426.0,1462062.0,5434.0,24213.0,38583.0,227489.0,161092.0,8532.0,12896.0,17161.0,2237308.0,2016-12-18
146382.0,98186.0,10834.0,46097.0,11006.0,1709526.0,5100.0,27986.0,45597.0,242164.0,168533.0,11119.0,10758.0,19457.0,2552745.0,2016-12-19
148099.0,93218.0,9285.0,49890.0,9803.0,1576621.0,5456.0,24847.0,42641.0,206023.0,164831.0,9621.0,8903.0,15889.0,2365127.0,2016-12-20
145597.0,89262.0,6373.0,177362.0,9064.0,1570363.0,5909.0,37019.0,47511.0,201001.0,155515.0,7111.0,8549.0,15412.0,2476048.0,2016-12-21
126916.0,64390.0,5115.0,44678.0,8037.0,1501286.0,5567.0,19417.0,35042.0,165473.0,147369.0,3499.0,6975.0,12296.0,2146060.0,2016-12-22
115295.0,53730.0,5464.0,33074.0,8334.0,1337221.0,3999.0,17534.0,29419.0,137523.0,125727.0,4004.0,6470.0,11133.0,1888927.0,2016-12-23
113196.0,48860.0,5143.0,40970.0,9986.0,1385571.0,4240.0,20423.0,28133.0,125747.0,106100.0,3336.0,6920.0,12360.0,1910985.0,2016-12-24
119632.0,57413.0,7455.0,46213.0,16658.0,1394719.0,5444.0,34499.0,33478.0,170591.0,118112.0,2823.0,7297.0,18141.0,2032475.0,2016-12-25
129340.0,79640.0,10934.0,41859.0,16677.0,1433569.0,4586.0,42480.0,34362.0,202111.0,136063.0,3249.0,8189.0,14656.0,2157715.0,2016-12-26
137311.0,84678.0,7525.0,54224.0,10944.0,1456356.0,5157.0,28570.0,35325.0,238440.0,144555.0,5238.0,8128.0,14334.0,2230785.0,2016-12-27
156044.0,88260.0,7524.0,44394.0,11222.0,1466450.0,4973.0,25614.0,35789.0,203270.0,152041.0,6561.0,8117.0,15162.0,2225421.0,2016-12-28
121727.0,85476.0,6418.0,39791.0,11854.0,1516418.0,4246.0,24599.0,33472.0,199879.0,151069.0,5879.0,8097.0,14351.0,2223276.0,2016-12-29
103415.0,74852.0,5668.0,28749.0,13173.0,1422305.0,3196.0,26271.0,31826.0,183801.0,143581.0,4869.0,7455.0,12379.0,2061540.0,2016-12-30
89885.0,53281.0,4537.0,26428.0,11220.0,1225986.0,1944.0,21049.0,24988.0,138516.0,121142.0,2925.0,6659.0,13396.0,1741956.0,2016-12-31
117341.0,64166.0,5326.0,39637.0,9266.0,1273074.0,2474.0,23831.0,30572.0,194493.0,138003.0,2878.0,6722.0,13390.0,1921173.0,2017-01-01
122525.0,95055.0,6906.0,42715.0,10889.0,1676065.0,3057.0,23828.0,36728.0,240340.0,179765.0,5676.0,7480.0,15926.0,2466955.0,2017-01-02
134566.0,105658.0,10495.0,43381.0,14954.0,1994747.0,3704.0,27082.0,41224.0,247197.0,188633.0,6537.0,8301.0,16870.0,2843349.0,2017-01-03
155436.0,127569.0,13670.0,41723.0,15748.0,1844300.0,3879.0,26751.0,41694.0,249952.0,210556.0,5437.0,7846.0,17248.0,2761809.0,2017-01-04
154935.0,107211.0,14099.0,41696.0,17096.0,1809657.0,3906.0,27852.0,39167.0,248789.0,189187.0,5994.0,8529.0,16153.0,2684271.0,2017-01-05
141517.0,102862.0,12337.0,30098.0,16854.0,1827346.0,3246.0,26998.0,38901.0,250761.0,171686.0,4248.0,8234.0,16649.0,2651737.0,2017-01-06
138389.0,107029.0,7669.0,34972.0,10662.0,1603865.0,4020.0,25724.0,44462.0,225708.0,164201.0,6280.0,8596.0,21905.0,2403482.0,2017-01-07
159370.0,118242.0,8795.0,42628.0,13835.0,1692772.0,4827.0,27725.0,51172.0,277357.0,202612.0,9459.0,9867.0,19813.0,2638474.0,2017-01-08
158716.0,111050.0,13194.0,39447.0,16607.0,1917240.0,4574.0,25247.0,48814.0,276339.0,199027.0,10911.0,8969.0,21627.0,2851762.0,2017-01-09
159717.0,118703.0,14972.0,37051.0,17378.0,1887034.0,5104.0,31001.0,52324.0,279776.0,205837.0,12004.0,8720.0,22846.0,2852467.0,2017-01-10
158441.0,121414.0,13179.0,36084.0,18061.0,1944743.0,4764.0,37635.0,55940.0,274480.0,204192.0,13049.0,10050.0,22617.0,2914649.0,2017-01-11
178537.0,121321.0,14520.0,37062.0,16846.0,1991207.0,4867.0,36437.0,57569.0,278288.0,204941.0,12137.0,9266.0,22886.0,2985884.0,2017-01-12
150863.0,130918.0,11795.0,28652.0,12181.0,1744313.0,3721.0,31698.0,50365.0,245296.0,174041.0,7957.0,9039.0,21158.0,2621997.0,2017-01-13
152115.0,107286.0,7261.0,29156.0,9016.0,1459837.0,4122.0,25011.0,47186.0,230600.0,159979.0,6689.0,8790.0,15026.0,2262074.0,2017-01-14
168013.0,120098.0,8128.0,34780.0,9807.0,1591821.0,5262.0,28607.0,49172.0,292768.0,192194.0,10686.0,8546.0,17775.0,2537657.0,2017-01-15
170578.0,114452.0,13534.0,32547.0,16136.0,1836473.0,5250.0,35403.0,54951.0,288007.0,200584.0,13161.0,9690.0,24312.0,2815078.0,2017-01-16
184759.0,119160.0,14121.0,30452.0,18117.0,2004873.0,5917.0,36861.0,55125.0,328997.0,205756.0,12674.0,12243.0,24577.0,3053632.0,2017-01-17
163921.0,155739.0,13492.0,30399.0,18222.0,1954943.0,5918.0,37452.0,54487.0,307898.0,208480.0,13211.0,9849.0,24459.0,2998470.0,2017-01-18
165746.0,144603.0,14077.0,29207.0,17752.0,1966427.0,5225.0,37515.0,55874.0,276713.0,200251.0,12050.0,9229.0,23761.0,2958430.0,2017-01-19
156676.0,114920.0,10979.0,22144.0,13478.0,1696472.0,3972.0,30642.0,43073.0,242519.0,172230.0,8979.0,8370.0,21333.0,2545787.0,2017-01-20
135313.0,106255.0,6146.0,22920.0,7774.0,1407363.0,4251.0,22934.0,34819.0,207768.0,156830.0,6140.0,6828.0,16372.0,2141713.0,2017-01-21
149456.0,136423.0,9692.0,26221.0,9772.0,1851167.0,5580.0,29018.0,48775.0,290980.0,181140.0,9845.0,7317.0,19456.0,2774842.0,2017-01-22
173317.0,135804.0,13953.0,24478.0,16551.0,2089485.0,5843.0,35617.0,63708.0,298313.0,201454.0,13162.0,8148.0,23803.0,3103636.0,2017-01-23
174247.0,122234.0,13185.0,24479.0,16772.0,2114707.0,5934.0,35836.0,56369.0,277079.0,198301.0,13126.0,7454.0,24312.0,3084035.0,2017-01-24
179082.0,117407.0,13010.0,25451.0,16115.0,2005994.0,5734.0,35417.0,53352.0,271380.0,197163.0,12190.0,7088.0,25037.0,2964420.0,2017-01-25
160215.0,117654.0,12559.0,27635.0,16183.0,2007323.0,4807.0,37388.0,48147.0,252342.0,179735.0,11351.0,6795.0,22371.0,2904505.0,2017-01-26
147073.0,97125.0,10620.0,23958.0,14132.0,1666959.0,4254.0,29864.0,38850.0,211718.0,152982.0,7911.0,6121.0,19211.0,2430778.0,2017-01-27
150393.0,90593.0,6588.0,23175.0,9169.0,1440333.0,3938.0,21219.0,36995.0,205160.0,146306.0,5712.0,6289.0,14001.0,2159871.0,2017-01-28
159215.0,110331.0,7956.0,24946.0,10708.0,1615380.0,5070.0,27279.0,46212.0,248699.0,170786.0,8949.0,8006.0,17432.0,2460969.0,2017-01-29
169130.0,118325.0,13631.0,25138.0,17237.0,1895346.0,5185.0,35717.0,54194.0,271020.0,190971.0,11147.0,8647.0,22716.0,2838404.0,2017-01-30
165100.0,118738.0,13535.0,24076.0,16109.0,1884464.0,5084.0,34857.0,50431.0,267078.0,187274.0,11205.0,8085.0,22500.0,2808536.0,2017-01-31
150832.0,114891.0,12795.0,23871.0,18220.0,1851062.0,5119.0,34473.0,51865.0,265367.0,190409.0,10586.0,7622.0,21387.0,2758499.0,2017-02-01
156071.0,114096.0,13097.0,23975.0,17112.0,1837352.0,4695.0,33335.0,46604.0,241424.0,179216.0,11056.0,7471.0,20365.0,2705869.0,2017-02-02
138923.0,101842.0,10716.0,23620.0,12622.0,1660148.0,3535.0,30805.0,40908.0,213120.0,155249.0,7558.0,7272.0,17945.0,2424263.0,2017-02-03
131723.0,98686.0,5836.0,26073.0,8407.0,1420704.0,4138.0,22166.0,32155.0,201176.0,149994.0,5434.0,7014.0,13088.0,2126594.0,2017-02-04
151383.0,113128.0,8567.0,25081.0,10416.0,1650885.0,4905.0,27916.0,44167.0,268803.0,176635.0,8724.0,8931.0,15958.0,2515499.0,2017-02-05
165683.0,120794.0,12609.0,35636.0,15397.0,1937898.0,5207.0,34884.0,53119.0,276560.0,185133.0,11791.0,8106.0,21965.0,2884782.0,2017-02-06
159636.0,116198.0,12629.0,44835.0,16499.0,2071375.0,5372.0,34561.0,52028.0,261157.0,184565.0,11610.0,7998.0,22126.0,3000589.0,2017-02-07
157809.0,116129.0,13714.0,45603.0,16578.0,2072109.0,5456.0,35913.0,51218.0,255976.0,186890.0,12270.0,8157.0,23197.0,3001019.0,2017-02-08
168537.0,124276.0,12577.0,41400.0,16441.0,2067338.0,5765.0,33821.0,51653.0,236748.0,169020.0,12593.0,7991.0,23005.0,2971165.0,2017-02-09
163155.0,100289.0,10326.0,32885.0,15798.0,1851443.0,4728.0,29322.0,42875.0,200959.0,148292.0,8074.0,7475.0,18139.0,2633760.0,2017-02-10
145247.0,86970.0,7095.0,36643.0,10375.0,1660292.0,4800.0,21497.0,36698.0,189520.0,133475.0,5669.0,7087.0,14725.0,2360093.0,2017-02-11
147352.0,104445.0,18235.0,47341.0,11694.0,1742875.0,5474.0,26786.0,47153.0,256939.0,160160.0,8200.0,7637.0,19797.0,2604088.0,2017-02-12
154180.0,114995.0,9035.0,46196.0,17126.0,1975328.0,5767.0,33454.0,53814.0,258021.0,173290.0,14830.0,7847.0,24314.0,2888197.0,2017-02-13
157548.0,108396.0,7777.0,40309.0,16819.0,1869019.0,4371.0,30056.0,47778.0,241457.0,171217.0,13632.0,7479.0,21533.0,2737391.0,2017-02-14
166227.0,116130.0,7733.0,43790.0,16167.0,2029041.0,4867.0,33055.0,48270.0,250499.0,167041.0,12322.0,7537.0,21527.0,2924206.0,2017-02-15
161161.0,111655.0,7857.0,43258.0,16213.0,1930933.0,5066.0,32499.0,48062.0,239876.0,177901.0,11328.0,6849.0,19876.0,2812534.0,2017-02-16
153537.0,108211.0,6933.0,34890.0,12316.0,1775902.0,4479.0,27294.0,42799.0,248115.0,170034.0,8505.0,7545.0,17311.0,2617871.0,2017-02-17
139949.0,103289.0,7256.0,39344.0,9145.0,1544848.0,4712.0,23065.0,35637.0,189245.0,149945.0,6312.0,6890.0,13349.0,2272986.0,2017-02-18
172491.0,105828.0,9020.0,46439.0,10730.0,1702902.0,6522.0,25267.0,61839.0,242387.0,168621.0,8321.0,7769.0,16910.0,2585046.0,2017-02-19
169315.0,118179.0,12298.0,45302.0,11430.0,2066022.0,6346.0,29327.0,58627.0,254223.0,183943.0,11207.0,7534.0,18661.0,2992414.0,2017-02-20
172373.0,112709.0,12766.0,44092.0,11599.0,2038073.0,6451.0,29333.0,48902.0,271053.0,182088.0,10935.0,7732.0,17485.0,2965591.0,2017-02-21
161361.0,112154.0,11557.0,43637.0,12035.0,1974769.0,6336.0,30119.0,57496.0,265859.0,181671.0,10410.0,9415.0,17333.0,2894152.0,2017-02-22
149066.0,108981.0,11813.0,42874.0,10494.0,1910745.0,6151.0,28514.0,61947.0,253364.0,176763.0,8869.0,7229.0,16766.0,2793576.0,2017-02-23
145094.0,90359.0,9688.0,32491.0,8952.0,1718393.0,5115.0,24545.0,36247.0,203883.0,154960.0,5836.0,6664.0,14648.0,2456875.0,2017-02-24
119878.0,81499.0,6570.0,43742.0,8285.0,1518730.0,4657.0,19190.0,28309.0,166109.0,135588.0,4108.0,6053.0,12274.0,2154992.0,2017-02-25
135916.0,84253.0,14508.0,60725.0,9295.0,1716219.0,6205.0,24090.0,34809.0,223517.0,171740.0,5664.0,7921.0,14493.0,2509355.0,2017-02-26
148596.0,96779.0,13022.0,48324.0,12062.0,1977692.0,5921.0,28641.0,37353.0,242988.0,186714.0,8824.0,7428.0,17249.0,2831593.0,2017-02-27
151822.0,101042.0,13097.0,48049.0,13410.0,2019766.0,6225.0,30293.0,39776.0,243695.0,187162.0,10625.0,7062.0,22948.0,2894972.0,2017-02-28
138947.0,102332.0,12539.0,58589.0,13519.0,2012312.0,6728.0,30268.0,42162.0,262995.0,181968.0,10026.0,6768.0,19952.0,2899105.0,2017-03-01
179038.0,101718.0,12792.0,70663.0,13425.0,2033556.0,5821.0,30571.0,42527.0,246489.0,203403.0,10975.0,7156.0,17455.0,2975589.0,2017-03-02
143451.0,89540.0,10478.0,51147.0,10549.0,1800378.0,4484.0,26894.0,36294.0,279845.0,155612.0,7177.0,6728.0,14904.0,2637481.0,2017-03-03
131828.0,88844.0,5990.0,42689.0,7733.0,1447368.0,3969.0,28203.0,31794.0,177561.0,145817.0,5176.0,7348.0,13471.0,2137791.0,2017-03-04
152319.0,103490.0,8721.0,45678.0,10166.0,1690484.0,6015.0,28110.0,42078.0,239730.0,178217.0,7467.0,8170.0,14651.0,2535296.0,2017-03-05
146519.0,119582.0,12424.0,47993.0,15671.0,2089159.0,6301.0,33111.0,51137.0,258149.0,191350.0,10390.0,7568.0,18508.0,3007862.0,2017-03-06
147902.0,110156.0,12166.0,51777.0,15718.0,2000669.0,5955.0,34520.0,47698.0,261414.0,183725.0,10377.0,8002.0,19877.0,2909956.0,2017-03-07
146950.0,99876.0,12265.0,50502.0,15679.0,1960038.0,5445.0,33717.0,49157.0,243073.0,179312.0,9608.0,8286.0,18738.0,2832646.0,2017-03-08
140870.0,99441.0,11617.0,48033.0,15818.0,1943044.0,5649.0,33232.0,48349.0,228985.0,171750.0,8774.0,8029.0,21468.0,2785059.0,2017-03-09
132121.0,88325.0,10255.0,36576.0,11549.0,1719879.0,4499.0,28441.0,42202.0,199779.0,155364.0,6843.0,6311.0,18374.0,2460518.0,2017-03-10
172411.0,80549.0,5952.0,46514.0,7473.0,1444150.0,5169.0,21349.0,33211.0,174400.0,137587.0,4141.0,7507.0,13911.0,2154324.0,2017-03-11
126556.0,94443.0,6999.0,69021.0,9610.0,1655566.0,6690.0,29153.0,44435.0,224232.0,172085.0,7175.0,9492.0,16890.0,2472347.0,2017-03-12
138750.0,101628.0,12347.0,46296.0,15499.0,1956086.0,6692.0,34397.0,45946.0,245357.0,193052.0,11135.0,9716.0,21884.0,2838785.0,2017-03-13
132973.0,104629.0,12631.0,44922.0,16045.0,1996231.0,6809.0,34340.0,45030.0,234350.0,183175.0,9823.0,9249.0,22968.0,2853175.0,2017-03-14
124680.0,102027.0,12103.0,44191.0,15646.0,1862140.0,7136.0,33459.0,41832.0,238980.0,183282.0,9905.0,9244.0,20773.0,2705398.0,2017-03-15
122865.0,103820.0,12132.0,42191.0,15751.0,1850844.0,6300.0,32194.0,41700.0,223060.0,169958.0,9221.0,9712.0,21264.0,2661012.0,2017-03-16
121939.0,92081.0,10410.0,31749.0,14598.0,1639510.0,5072.0,27188.0,39314.0,201516.0,156626.0,6859.0,8119.0,16867.0,2371848.0,2017-03-17
108003.0,80408.0,6112.0,36079.0,8299.0,1444222.0,4662.0,21496.0,32604.0,194766.0,143765.0,4210.0,7961.0,13586.0,2106173.0,2017-03-18
106075.0,91147.0,7761.0,45083.0,10114.0,1624754.0,6706.0,24959.0,46086.0,298916.0,167423.0,6123.0,11522.0,16130.0,2462799.0,2017-03-19
119704.0,102506.0,12681.0,45267.0,15295.0,1893796.0,6595.0,33684.0,52678.0,259930.0,188466.0,9945.0,10571.0,20751.0,2771869.0,2017-03-20
127500.0,108694.0,13847.0,46119.0,15784.0,1989370.0,6820.0,34247.0,47339.0,244556.0,181609.0,10887.0,10617.0,22019.0,2859408.0,2017-03-21
125666.0,111816.0,12003.0,48860.0,16060.0,1979641.0,7121.0,33048.0,44162.0,244806.0,183105.0,9894.0,10503.0,21620.0,2848305.0,2017-03-22
108486.0,108793.0,12719.0,43842.0,15536.0,1903483.0,6482.0,32985.0,45911.0,240136.0,176045.0,10753.0,14658.0,21853.0,2741682.0,2017-03-23
164712.0,91119.0,10601.0,31427.0,13063.0,1705360.0,4444.0,27518.0,37851.0,189766.0,147899.0,7436.0,8449.0,18189.0,2457834.0,2017-03-24
120095.0,78956.0,5911.0,38484.0,8459.0,1404098.0,4477.0,20972.0,26927.0,163888.0,130125.0,4702.0,8951.0,14912.0,2030957.0,2017-03-25
117150.0,93796.0,7676.0,48232.0,9861.0,1673015.0,6266.0,24495.0,36806.0,209393.0,162951.0,6537.0,13497.0,17138.0,2426813.0,2017-03-26
131220.0,106140.0,12962.0,48447.0,16556.0,2044847.0,6448.0,34653.0,44858.0,236724.0,181619.0,11067.0,11170.0,22468.0,2909179.0,2017-03-27
133594.0,102756.0,12513.0,48343.0,16206.0,1976419.0,6528.0,37462.0,45943.0,237753.0,177768.0,10344.0,10966.0,21583.0,2838178.0,2017-03-28
125253.0,102827.0,13072.0,49049.0,16006.0,1928982.0,6297.0,36559.0,45954.0,262360.0,177321.0,9657.0,11044.0,20353.0,2804734.0,2017-03-29
122721.0,119664.0,13303.0,45407.0,15377.0,2032775.0,5724.0,32996.0,41262.0,231178.0,171430.0,9551.0,11011.0,19950.0,2872349.0,2017-03-30
119428.0,91535.0,10131.0,36578.0,14051.0,1726388.0,4254.0,29147.0,36085.0,180680.0,142704.0,7004.0,9252.0,16528.0,2423765.0,2017-03-31
105339.0,84719.0,5166.0,38924.0,8236.0,1384591.0,4121.0,22878.0,29585.0,149526.0,127451.0,4611.0,9014.0,14126.0,1988287.0,2017-04-01
120269.0,101428.0,8270.0,51604.0,10526.0,1547774.0,5113.0,30523.0,33011.0,212623.0,157687.0,7109.0,12306.0,16576.0,2314819.0,2017-04-02
120928.0,103605.0,12005.0,50605.0,15321.0,1833885.0,6358.0,39135.0,38535.0,228559.0,173257.0,11192.0,11935.0,20800.0,2666120.0,2017-04-03
121708.0,109405.0,11799.0,53413.0,15846.0,1797969.0,7071.0,33727.0,38265.0,224361.0,171953.0,10027.0,11929.0,19502.0,2626975.0,2017-04-04
117202.0,105911.0,11604.0,52744.0,14781.0,2456189.0,7160.0,31450.0,37522.0,220440.0,167669.0,9551.0,12304.0,19682.0,3264209.0,2017-04-05
120264.0,104553.0,11200.0,58222.0,13531.0,1798617.0,6497.0,32202.0,39092.0,203082.0,162277.0,11378.0,11721.0,18080.0,2590716.0,2017-04-06
110000.0,91291.0,8589.0,39158.0,9683.0,1549240.0,4992.0,23695.0,34631.0,159371.0,138197.0,4913.0,9895.0,14797.0,2198452.0,2017-04-07
118110.0,79325.0,5046.0,48508.0,7661.0,1346548.0,4542.0,16875.0,24530.0,145033.0,121666.0,2604.0,9800.0,10835.0,1941083.0,2017-04-08
123096.0,91746.0,6352.0,59632.0,8908.0,1429346.0,5509.0,19683.0,28291.0,155538.0,138087.0,3637.0,12712.0,13169.0,2095706.0,2017-04-09
142932.0,106562.0,5841.0,55098.0,9087.0,1753290.0,5483.0,22392.0,42707.0,194383.0,162845.0,4686.0,12300.0,18853.0,2536459.0,2017-04-10
135114.0,97903.0,5542.0,55478.0,8781.0,1972335.0,5649.0,21948.0,42852.0,183547.0,157281.0,4959.0,12085.0,19566.0,2723040.0,2017-04-11
126592.0,76877.0,5930.0,56956.0,7955.0,1791626.0,4333.0,21868.0,40646.0,175428.0,156148.0,3855.0,12414.0,17687.0,2498315.0,2017-04-12
131648.0,80486.0,6163.0,57783.0,10068.0,1562253.0,3235.0,20075.0,35128.0,171688.0,142147.0,3479.0,10563.0,13580.0,2248296.0,2017-04-13
122208.0,74874.0,6389.0,32702.0,10158.0,1382303.0,3077.0,22341.0,30678.0,180161.0,123515.0,3041.0,9115.0,12996.0,2013558.0,2017-04-14
116206.0,70870.0,6309.0,38780.0,9449.0,1291766.0,3200.0,24547.0,28880.0,177710.0,118480.0,3227.0,9434.0,11715.0,1910573.0,2017-04-15
129448.0,64983.0,7695.0,33823.0,14012.0,1409065.0,3814.0,26976.0,36419.0,193995.0,130219.0,3604.0,11730.0,13448.0,2079231.0,2017-04-16
