date,en,fr,sr,ja,it,da,tr,no,sv,nl,de,ca,ko,fi
2017-07-20,238216724,20154140,545670,34859307,15406839,744770,1078552,835819,2600477,4241093,31129762,280411,2223088,1745910
2017-07-21,233927538,20744569,572382,35150314,15031916,758608,1052131,951045,2759295,3917543,28911353,270117,2082478,1770252
2017-07-22,226546965,18877172,565964,35646919,13880735,752855,1194098,868945,2596621,4004532,26680826,253598,2031838,1695821
2017-07-23,243900990,20589643,594299,37396531,15286128,858213,1149444,894123,2847077,4776783,32124154,276516,2211645,1804322
2017-07-24,250562470,20979481,586037,36468969,15987854,744342,1138876,872636,2733763,4540644,32734751,299363,2244084,1802459
2017-07-25,244274910,20504452,606956,35348901,15821033,731638,1137257,840043,2685377,4257260,32223586,292970,2199503,1813177
2017-07-26,238832257,19795816,600024,35001261,15211989,681189,1108862,869164,2618281,3987332,30539825,295230,2160608,1698327
2017-07-27,234221882,20026358,589970,34453702,14793764,722536,1117726,920223,2634212,3967343,29929625,286037,2109201,1680994
2017-07-28,226922013,18894138,541954,34153565,14034506,737538,1043112,918480,2644416,3984548,27243326,262768,2039652,1699082
2017-07-29,216858458,18099326,522483,34289039,13486149,775529,1034450,985838,2866799,4013293,24422552,234355,1967807,1678589
2017-07-30,234511642,20212355,589472,36241072,14748394,837280,1051370,967350,2811459,4546949,28791160,248331,2087749,1783409
2017-07-31,241316734,20803372,558773,34802255,14845544,700948,1070676,880371,2613259,4161239,29880201,260805,2151272,1821756
2017-08-01,236121327,20013229,561948,33485676,14925539,701357,1071019,884282,2635051,4085838,28839056,280011,2161357,1779267
2017-08-02,236176610,19165292,582492,34582744,14438998,742210,1097010,881684,2570418,4258728,28696250,262990,2162822,1816831
2017-08-03,231499935,19393551,571696,34837804,14270281,820838,1132813,905508,2707103,4295921,29329542,272021,2214480,1633597
2017-08-04,222142542,18952965,588420,34625704,14019674,798181,1109805,942692,2797920,4184645,28925718,256364,2224475,1797544
2017-08-05,214372633,17908582,559837,33775423,13373150,741945,1100245,927778,2974175,4270949,26753805,238448,2127295,1781590
2017-08-06,232128017,19206742,601870,35187287,14700386,840616,1067509,980644,2991736,4627159,30645275,260711,2223846,1992174
2017-08-07,240987218,19377440,585946,36075007,14856586,721136,1081026,898266,2619870,4395291,30870532,273196,2274245,1771158
2017-08-08,237674080,20696718,598195,35150491,15132276,738723,1067250,884740,2708392,4812489,30996263,284096,2354409,1711108
2017-08-09,240278303,20166362,615002,33454670,14847208,763962,1162082,931991,2677826,4501377,30066487,287372,2258335,1661329
2017-08-10,234771303,20584772,567212,33689794,15085957,720944,1171231,888837,2689393,4492474,30915637,269831,2250729,1647592
2017-08-11,225165072,19485254,554263,34588876,14787371,799916,1123472,940792,2627245,4277295,29878570,270033,2162134,1768254
2017-08-12,219733402,19043357,567801,35168964,13940833,789897,1058796,943154,3130408,4331656,27255062,248421,2063461,1678531
2017-08-13,231044322,19765535,637297,35514833,14481311,767189,1129337,930288,2845445,4408643,29089080,242970,2210519,1857244
2017-08-14,238159212,19070227,579787,38140905,14228613,772139,1105136,801489,2475336,4018729,29841172,260847,2359985,1696968
2017-08-15,236436259,21099830,576793,40450570,14048095,843161,1140125,854550,2719981,4490881,30632187,278536,2546509,1737171
2017-08-16,236464976,20522791,578606,39204645,15635075,883941,1157589,795669,2553996,4240446,30420364,279929,2233631,1781156
2017-08-17,233515730,20307394,592913,37783978,15229309,847809,1153036,829416,2531466,4403768,30062654,270618,2227838,1762185
2017-08-18,227433230,19892700,564328,37357959,15262628,818492,1064075,849270,2704685,4211304,28475990,259500,2121934,1643742
2017-08-19,217964019,18583056,576119,35843606,15706631,713190,1033447,849303,2641470,4097979,26524586,251094,2090601,1663098
2017-08-20,238861563,21153910,660819,37092835,16526835,799593,1125426,899391,2673570,4556193,29736839,279431,2515334,1799783
2017-08-21,244165056,21211863,625052,35987643,16773388,878782,1138352,880596,2517430,4244229,31163532,313165,2425574,1841396
2017-08-22,238595233,20237711,608393,35865840,17171620,860547,1113075,903914,2576319,4061426,29938755,301808,2320993,1886818
2017-08-23,235228963,20052556,606326,35198139,17184651,877936,1094078,919608,2534266,3974291,29170958,307593,2247030,1839464
2017-08-24,231218183,20318523,599198,34757071,16638355,850973,1113452,971863,2563725,4112442,29528302,302595,2215423,1813717
2017-08-25,224391491,20134859,609423,34394033,16481684,799571,1161164,964725,2741752,3973378,27909205,292699,2058682,1795356
2017-08-26,217703996,18657015,595506,35259815,15197851,735962,1206439,872462,2724270,3800547,25089964,292357,2029622,1867646
2017-08-27,233112032,20398516,633078,37171140,16761388,917986,1279248,886636,3010963,4144602,29271391,290876,2730758,1934875
2017-08-28,240579495,21011232,626318,37047440,17493604,886668,1230974,1026701,2782229,4045046,30678853,301987,2216886,1897309
2017-08-29,236728941,20417627,610795,35375840,18066232,819770,1227869,1044834,2816148,4033674,29314826,315280,2177218,1895497
2017-08-30,234600545,20727219,607226,34067793,17695464,860916,1300264,1030258,2804877,4393552,29395446,323069,2233519,1875439
2017-08-31,229724927,20355258,601662,33851913,17880214,841388,1213222,1030438,3106544,4279706,30752426,349485,2063196,1932193
2017-09-01,218138913,19047558,590414,33728059,17238605,805761,1079424,999305,2958650,3964601,29068994,330819,2026942,1817155
2017-09-02,216563618,18243079,636461,33725600,16941606,687931,1163006,853490,2935956,3659327,26445190,297294,2051489,1828322
2017-09-03,237152213,20410174,715127,34642577,17928605,819886,1401975,910607,2946294,4075667,29614023,359910,2296390,1917514
2017-09-04,248685010,19680402,654454,34167675,18020788,933799,1258078,1100212,3130536,4230250,30455106,367760,2296548,1899914
2017-09-05,249562224,19377288,686313,33789173,17691761,865573,1228510,1144286,3082159,4384775,30699377,327837,2308711,1953309
2017-09-06,241512992,20111680,673452,33653459,17338619,886226,1236568,1150063,3047883,4462989,31130758,332887,2265087,1864451
2017-09-07,238816351,19971576,700620,33884450,17483032,860494,1244247,1103016,2993463,4543876,30955228,345780,2257017,1918320
2017-09-08,225822519,19433544,634818,33298791,16601346,868342,1208833,1058247,3023373,4647989,29049697,323521,2068446,1896747
2017-09-09,217548429,19894522,753218,33769495,16288031,782925,1316379,946180,2930915,4113768,26572019,312426,2119828,1860514
2017-09-10,238384007,21936158,804743,36505227,17763309,840093,1388343,1038948,2984516,4535381,30352980,334707,2481838,1990904
2017-09-11,243613490,20988493,775372,34716265,17533696,945727,1256947,1380494,3212404,5071928,31917219,364020,2450217,1957817
2017-09-12,237288464,20477114,762197,34779995,16498712,899301,1264630,1217935,2992895,5080035,31946463,340404,2377442,1965526
2017-09-13,236317353,21446136,741641,33167758,15864471,907031,1169488,1104263,3004171,4643868,30857882,377058,2310615,1887837
2017-09-14,236182125,20388594,741701,32448800,16661125,868230,1175973,1082388,2983762,4613534,30864994,397398,2261113,1914330
2017-09-15,228605674,19383535,700421,31872823,16138216,852414,1225722,1044679,2992338,4307740,28869145,388772,2098234,1850393
2017-09-16,222072277,19692946,643823,34486286,15796437,780728,1288079,867790,2807231,4099414,26632641,391216,2119946,1784378
2017-09-17,242158426,22805417,856475,37752682,17409842,887205,1388987,989014,2908084,4338062,30999642,392595,2301573,1904871
2017-09-18,257407168,22194386,781952,37262873,17213070,918598,1238517,1093063,3104198,4846971,32204472,482481,2354881,1975709
2017-09-19,248729138,21592326,846644,33291344,16994040,898094,1190597,1101614,3127220,4716438,31794479,507613,2507996,1916495
2017-09-20,244313983,21416096,809290,33183962,16255619,887769,1096819,1119282,2974202,4619962,31302381,580593,2494465,1947225
2017-09-21,242989345,20767536,776696,32530314,16059589,859694,1029862,1101236,2980052,4457988,30414836,575990,2382058,1890451
2017-09-22,230153792,19973990,625360,32384102,15762319,861229,1041864,1093287,3128780,4311289,28420891,506246,2094202,1843601
2017-09-23,223104006,20022902,612666,33061329,15350164,770155,1045106,920673,2877735,3870904,26213382,487865,2128079,1790720
2017-09-24,239078025,22598593,720787,34020908,18230888,861900,1128630,1013395,2931774,4264645,32398372,485949,2369744,1881215
2017-09-25,250950751,22825226,727044,33660050,17585472,927288,978049,1090454,3055896,4680602,32874636,558890,2338622,1936610
2017-09-26,246101748,21973311,722499,33048408,17051123,901848,1024972,1102360,3078155,4686349,32110078,541262,2507344,1947224
2017-09-27,241404752,22002911,727891,32650484,16123134,894847,995319,1100492,3025324,4488704,30901402,535200,2253023,1889884
2017-09-28,240791648,21476450,685629,32849244,16338412,917655,975408,1072385,3030109,4639544,30671089,522679,2142073,1903275
2017-09-29,223389500,19914755,587722,31924955,15687232,836921,932541,1011601,3053738,4269408,27996819,460933,1853856,1784919
2017-09-30,212214320,20629176,571854,30755705,15063848,764444,1032490,889928,2809656,4182851,26286409,421665,1839895,1797150
2017-10-01,232711638,24150531,719280,33041310,17580964,834589,1104195,997253,3126695,4600090,30867949,437620,1948118,1956881
2017-10-02,250788489,22259965,684028,33322368,17582058,940453,1047603,1000920,3278981,4763225,31321387,514302,2059608,1990016
2017-10-03,250577051,21564918,666469,33245058,17069358,916598,1058564,1018279,3327471,4797774,35299558,532256,1994903,2019902
2017-10-04,243789791,21827761,686327,31997393,16705455,1007274,988444,966975,3118165,4804821,31891351,656673,2066792,1969490
2017-10-05,240826909,20844184,626551,32614565,16654183,1412853,959153,1006312,3094473,4513706,31008732,637147,2209967,1890752
2017-10-06,231682470,19660295,639246,32292105,15900260,871339,937540,1020416,3179106,4519342,29759543,542156,2418241,1865153
2017-10-07,227297661,20240821,696170,34507030,15555254,838487,998515,916547,2947868,4251591,28851867,452098,2456081,1745413
2017-10-08,245048988,24659560,731828,34533784,17873605,905384,1109908,963897,2983437,4625764,33265648,528997,2519347,2001589
2017-10-09,259336538,24482004,728325,37022479,17244938,929267,1012635,1013080,3068544,4744404,32807868,660803,2728124,2205107
2017-10-10,255349870,23205912,697116,34082942,16840668,935355,956844,1076854,3220677,4774446,32675253,703603,2623615,2088201
2017-10-11,250769344,22879987,679744,33585757,16701070,915869,1010096,1043566,3034534,4717003,31442133,594520,2551732,2009157
2017-10-12,244786324,22371658,642439,33954700,16499185,850096,1063612,1002545,3100913,4437440,31301692,501093,2455133,1925590
2017-10-13,235065063,20293486,572069,33466474,15794428,789748,949075,1069550,3115504,4300752,29840965,494086,2340514,1793544
2017-10-14,226588879,20922751,579957,34170718,15003393,799289,1038569,940932,2933319,3865334,26384403,460121,2335907,1804673
2017-10-15,246737723,23648570,683952,35854282,16964038,844999,1086049,1013161,3011779,4260556,30720800,587911,2551359,1871651
2017-10-16,258033484,23603374,651125,34242044,17171655,772512,1116799,1109525,3190060,4492070,32309616,682542,2592593,1823852
2017-10-17,250691681,22655367,651127,32478245,16596906,741860,1045555,1152288,3114347,4564755,32111640,629583,2523429,1794789
2017-10-18,242103222,23078288,663140,32601946,16297586,743992,1109927,1097136,3012491,4573233,31517335,630509,2465379,1807410
2017-10-19,240624149,23358429,651946,33026985,16722650,777511,1024188,1086057,3076650,4428199,31249806,621288,2446109,1770215
2017-10-20,234169872,21827322,599803,32314351,16070864,822428,1008486,1092006,3108088,4516074,30103046,491361,2372050,1746964
2017-10-21,228130208,22187021,601882,34829393,15260616,830175,1101987,941456,3067305,4346168,28614201,453465,2635452,1731679
2017-10-22,249192851,23806619,758868,39433899,17877482,876395,1184681,994500,3046097,5339654,33980357,573130,2627882,1879284
2017-10-23,262350492,23226364,772068,35566519,17265545,951343,1056433,1123032,3113454,5740991,33480474,639552,2657491,1904325
2017-10-24,257594759,22928255,758548,32995789,17079457,982193,1086715,1147007,3134783,4976488,32734808,614470,2663823,1917681
2017-10-25,252555374,22916693,700695,32253172,16151361,956740,1153830,1172007,3154292,4685173,30916627,605127,2665548,1871060
2017-10-26,245021294,21991446,685429,31215537,16144863,928294,1025362,1123470,2994464,4709332,30469445,625856,2538845,1867371
2017-10-27,232561069,21016666,611998,31042645,15368382,859227,1006734,1120402,2948095,4613456,28784494,1282012,2338629,1877409
2017-10-28,227873879,21073692,644368,34073259,14793589,836002,1140573,920433,2919603,4400083,26675137,618664,2281326,1930627
2017-10-29,251117294,23972179,808617,36572350,17294832,912563,1256832,1042621,2919976,5084502,32861871,618494,2825408,2112135
2017-10-30,260757317,22984034,723797,32377805,16517057,928014,1126328,1186298,2613891,4772882,30901272,627111,2790136,2059454
2017-10-31,246638498,21624684,757771,30445192,14593130,916121,1145076,1131769,2609519,4870273,33675967,497212,3014236,2203772
2017-11-01,245997127,23417348,707059,30702608,17502699,911917,1154485,1140918,2620520,4718693,33670459,542251,2566861,1989560
2017-11-02,253643825,23751683,694882,30486750,16945585,897986,1109905,1092470,2631645,4658030,31520113,641905,2371636,1926657
2017-11-03,238078188,22458707,664693,32852514,16340621,845631,932554,1068388,2710969,4449471,30237510,556719,2616908,1867703
2017-11-04,231904178,23732754,700623,33894161,16373730,814335,1065114,966072,2995185,4417891,27967720,591732,2359582,1922052
2017-11-05,256429405,25925995,818402,33963657,19075597,877460,1113762,1043107,3080947,5079131,35337340,567209,2544257,2090319
2017-11-06,262311971,23894903,786232,32403519,18017318,946162,1168236,1146614,3092100,4914809,33379238,625707,2583192,2120150
2017-11-07,258324684,23350680,784346,32682827,17870586,917966,1424316,1162864,3039848,4872661,33104593,571583,2799976,2098977
2017-11-08,254965389,23986279,736846,32905220,16880431,1032701,1158561,1152832,3070701,5086086,32562965,573958,2453860,2010293
2017-11-09,248586182,24056415,696333,32069195,17348067,1047140,1136304,1149936,3097723,5018430,32381283,594950,2732464,2014376
2017-11-10,235358360,26078464,655510,31681702,15981884,914496,1007405,1128481,3226743,4892745,30050325,479990,2497221,1935597
2017-11-11,232644816,23717768,720365,33036309,15862583,801085,1099712,941717,3117181,4707693,28537916,439868,2646801,1926063
2017-11-12,253127535,26690504,840613,34219918,18988332,888124,1137555,1006131,3057948,5112791,34696231,546881,2590628,2096476
2017-11-13,266751247,24471612,825674,33029825,17559113,957179,1022227,1138477,3237699,5110817,33673341,618314,2726702,2062287
2017-11-14,259460016,23844128,793971,33271299,17413050,1043679,1090316,1148966,3214747,5065293,32699088,671509,2802401,2032966
2017-11-15,253678008,23572862,771124,32103842,17070732,946717,1084093,1142623,3096221,5000350,31931656,622432,2512258,1987426
2017-11-16,251793266,22644538,748297,31133712,16878744,929786,1014511,1136960,3127899,4879399,31888023,591265,2655415,1997543
2017-11-17,236822824,21125475,663357,32625248,16286248,883211,980851,1078353,3191067,4545321,29307151,489803,2351448,1893493
2017-11-18,231826074,22092131,701621,33449233,15919883,817880,1137937,951765,3171821,4623507,28111816,469628,2795888,1845371
2017-11-19,252684666,25350493,917607,33317338,18826070,898717,1169516,1029470,3165609,5119269,34189827,559669,2797852,2123175
2017-11-20,270098673,25446698,773562,32293518,17513838,995640,1042834,1144668,3273425,5502677,34112407,623174,2700015,2160931
2017-11-21,256641742,23773464,755627,31061562,16675515,1049469,1058456,1152337,3241348,4996070,32875095,650555,2845988,2046392
2017-11-22,250952678,23297905,767541,30924083,16409175,1001406,1127347,1132647,3356849,5003892,32417193,604944,2523664,2060533
