DATAFLOW,LAST UPDATE,freq,unit,waste,wst_oper,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,MT,2013,38.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,MT,2014,41.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,MT,2015,37.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,MT,2016,39.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,MT,2017,35.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,MT,2018,35.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,MT,2019,33.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,MT,2020,40,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NL,2009,96.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NL,2010,96.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NL,2011,95.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NL,2012,92.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NL,2013,94.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NL,2014,94.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NL,2015,95,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NL,2016,94.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NL,2017,95.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NL,2018,94.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NL,2019,95.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NO,2009,80.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NO,2010,88.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NO,2011,88.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NO,2012,92.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NO,2013,93.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NO,2014,96.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NO,2015,95.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NO,2016,96.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NO,2017,93.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NO,2018,94.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,NO,2019,97.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PL,2009,50.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PL,2010,53.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PL,2011,55.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PL,2012,57.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PL,2013,50.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PL,2014,60,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PL,2015,60.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PL,2016,61.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PL,2017,60.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PL,2018,63.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PL,2019,59.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PT,2009,65.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PT,2010,61.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PT,2011,62.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PT,2012,59.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PT,2013,64.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PT,2014,64.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PT,2015,60.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PT,2016,64,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PT,2017,65.5,b
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PT,2018,66.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PT,2019,72,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,PT,2020,69.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,RO,2009,46.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,RO,2010,48.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,RO,2011,54.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,RO,2012,57.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,RO,2013,54.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,RO,2014,56.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,RO,2015,56.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,RO,2016,62.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,RO,2017,62.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,RO,2018,60,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,RO,2019,47.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SE,2009,77,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SE,2010,97.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SE,2011,100.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SE,2012,98,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SE,2013,78.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SE,2014,77.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SE,2015,79.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SE,2016,71,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SE,2017,72.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SE,2018,63.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SE,2019,62.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SE,2020,63.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SI,2009,53.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SI,2010,65.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SI,2011,70.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SI,2012,78,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SI,2013,92.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SI,2014,88.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SI,2015,77.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SI,2016,80.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SI,2017,75.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SI,2018,80.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SI,2019,80,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SI,2020,85.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SK,2009,63.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SK,2010,47.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SK,2011,65,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SK,2012,70,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SK,2013,69.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SK,2014,68,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SK,2015,66.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SK,2016,69.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SK,2017,68.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SK,2018,69.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SK,2019,69.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,SK,2020,74.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,UK,2009,66.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,UK,2010,67.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,UK,2011,67.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,UK,2012,69.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,UK,2013,72.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,UK,2014,64.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,UK,2015,64.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,UK,2016,71.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,UK,2017,70,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,UK,2018,68.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,AT,2009,98.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,AT,2010,96.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,AT,2011,96.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,AT,2012,97,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,AT,2013,97.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,AT,2014,97.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,AT,2015,97.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,AT,2016,97.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,AT,2017,97.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,AT,2018,97.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,AT,2019,98.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,AT,2020,97.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BE,2009,95.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BE,2010,96,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BE,2011,96.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BE,2012,96.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BE,2013,96.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BE,2014,99.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BE,2015,99.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BE,2016,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BE,2017,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BE,2018,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BE,2019,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BE,2020,99.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BG,2009,67.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BG,2010,82,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BG,2011,98.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BG,2012,94.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BG,2013,88.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BG,2014,70.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BG,2015,78.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BG,2016,80.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BG,2017,79.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BG,2018,63.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,BG,2019,93.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CY,2009,78.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CY,2010,83.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CY,2011,88.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CY,2012,88.9,e
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CY,2013,97.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CY,2014,96.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CY,2015,96.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CY,2016,99.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CY,2017,93.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CY,2018,97.9,e
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CY,2019,99.9,be
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CZ,2009,98.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CZ,2010,99,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CZ,2011,95.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CZ,2012,89.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CZ,2013,91.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CZ,2014,93.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CZ,2015,94.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CZ,2016,97.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CZ,2017,94.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CZ,2018,88.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CZ,2019,91.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,CZ,2020,92,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DE,2009,99,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DE,2010,98.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DE,2011,99.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DE,2012,99.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DE,2013,99.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DE,2014,99.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DE,2015,99.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DE,2016,99.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DE,2017,99.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DE,2018,99.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DE,2019,99.8,b
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DE,2020,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DK,2009,99.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DK,2010,99.9,e
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DK,2011,99.6,b
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DK,2012,99.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DK,2013,99.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DK,2014,105.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DK,2015,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DK,2016,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DK,2017,99.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DK,2018,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DK,2019,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,DK,2020,97.9,b
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EE,2009,69.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EE,2010,84.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EE,2011,81.8,e
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EE,2012,81.3,e
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EE,2013,88.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EE,2014,90.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EE,2015,91.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EE,2016,96.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EE,2017,93.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EE,2018,95.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EE,2019,96.1,b
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EE,2020,98.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EL,2009,83,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EL,2010,94.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EL,2011,91.9,e
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EL,2012,83.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EL,2013,79.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EL,2014,79.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EL,2015,89.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EL,2016,99.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EL,2017,101.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EL,2018,91.5,e
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EL,2019,84.6,e
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,ES,2009,82.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,ES,2010,81.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,ES,2011,82.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,ES,2012,83.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,ES,2013,79.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,ES,2014,83.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,ES,2015,77.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,ES,2016,83.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,ES,2017,78.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,ES,2018,76.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,ES,2019,76.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,ES,2020,74.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU27_2020,2009,90.5,s
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU27_2020,2010,90.7,s
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU27_2020,2011,90.9,s
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU27_2020,2012,92,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU27_2020,2013,91.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU27_2020,2014,92,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU27_2020,2015,91.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU27_2020,2016,92.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU27_2020,2017,92.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU27_2020,2018,91.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU27_2020,2019,91.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU27_2020,2020,90.8,s
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU28,2009,90.7,s
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU28,2010,91,s
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU28,2011,91.5,s
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU28,2012,92.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU28,2013,92.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU28,2014,90.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU28,2015,90.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU28,2016,92.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU28,2017,92.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,EU28,2018,90.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FI,2009,112.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FI,2010,111.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FI,2011,106,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FI,2012,114.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FI,2013,113,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FI,2014,120.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FI,2015,131.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FI,2016,134.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FI,2017,142.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FI,2018,143.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FI,2019,148.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FR,2009,95.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FR,2010,95.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FR,2011,93.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FR,2012,96,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FR,2013,97.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FR,2014,97.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W150101,RCV,FR,2015,96.1,
