DATAFLOW,LAST UPDATE,freq,unit,waste,wst_oper,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,CZ,2011,75.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,CZ,2012,73.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,CZ,2013,74.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,CZ,2014,78.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,CZ,2015,79.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,CZ,2016,79.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,CZ,2017,77.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,CZ,2018,73.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,CZ,2019,75.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,CZ,2020,77.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DE,2009,94.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DE,2010,95.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DE,2011,97.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DE,2012,96.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DE,2013,97.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DE,2014,97.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DE,2015,97.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DE,2016,97.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DE,2017,97,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DE,2018,96.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DE,2019,94.9,b
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DE,2020,96,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DK,2009,108.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DK,2010,108.1,e
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DK,2011,90.5,be
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DK,2012,89,e
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DK,2013,93.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DK,2014,92.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DK,2015,94,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DK,2016,96.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DK,2017,92.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DK,2018,87.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DK,2019,86.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,DK,2020,91.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EE,2009,58.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EE,2010,61.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EE,2011,67,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EE,2012,67.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EE,2013,77.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EE,2014,82,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EE,2015,80.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EE,2016,83.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EE,2017,81.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EE,2018,86.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EE,2019,99.8,b
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EE,2020,95.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EL,2009,52.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EL,2010,58.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EL,2011,62.1,e
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EL,2012,58.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EL,2013,52.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EL,2014,54.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EL,2015,60.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EL,2016,67.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EL,2017,71.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EL,2018,63.6,e
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EL,2019,60.1,e
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,ES,2009,67.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,ES,2010,70,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,ES,2011,72.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,ES,2012,72.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,ES,2013,73.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,ES,2014,75,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,ES,2015,73.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,ES,2016,76.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,ES,2017,74.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,ES,2018,74.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,ES,2019,75.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,ES,2020,70.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU27_2020,2009,75.8,s
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU27_2020,2010,77.9,s
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU27_2020,2011,79.1,s
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU27_2020,2012,80.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU27_2020,2013,80.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU27_2020,2014,81,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU27_2020,2015,81.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU27_2020,2016,81.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU27_2020,2017,81.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU27_2020,2018,80.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU27_2020,2019,80.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU27_2020,2020,80.2,s
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU28,2009,74.5,s
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU28,2010,76.5,s
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU28,2011,77.5,s
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU28,2012,78.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU28,2013,79.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU28,2014,78.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU28,2015,79,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU28,2016,80.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU28,2017,80.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,EU28,2018,78.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FI,2009,88,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FI,2010,85,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FI,2011,89.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FI,2012,93.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FI,2013,93.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FI,2014,98.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FI,2015,102.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FI,2016,109.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FI,2017,112.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FI,2018,114.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FI,2019,115.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FR,2009,66.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FR,2010,70.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FR,2011,71.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FR,2012,74.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FR,2013,75.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FR,2014,74.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FR,2015,75.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FR,2016,75.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FR,2017,78,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FR,2018,72.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FR,2019,77.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,FR,2020,75,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HR,2012,59.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HR,2013,58.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HR,2014,52.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HR,2015,60.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HR,2016,54.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HR,2017,53.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HR,2018,58.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HR,2019,48.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HR,2020,54.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HU,2009,55,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HU,2010,62.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HU,2011,62.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HU,2012,60.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HU,2013,60.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HU,2014,55.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HU,2015,58.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HU,2016,59.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HU,2017,60.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HU,2018,55.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HU,2019,56,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,HU,2020,56.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IE,2009,69.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IE,2010,73.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IE,2011,79,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IE,2012,86.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IE,2013,88.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IE,2014,90.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IE,2015,91.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IE,2016,87.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IE,2017,85.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IE,2018,91.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IE,2019,94.4,b
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IE,2020,93.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IS,2010,47.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IS,2011,63.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IS,2012,57.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IS,2013,54.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IS,2014,56.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IS,2015,63.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IS,2016,66.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IS,2017,62.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IS,2018,72.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IS,2019,63.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IT,2009,74,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IT,2010,74.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IT,2011,74,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IT,2012,76.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IT,2013,76.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IT,2014,76.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IT,2015,77.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IT,2016,78,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IT,2017,77.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IT,2018,77.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,IT,2019,79.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LI,2009,100,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LI,2010,91.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LI,2011,91,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LI,2012,90,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LI,2013,90.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LI,2014,91.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LI,2015,92.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LI,2016,92.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LI,2017,92.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LI,2018,92.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LI,2019,93.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LT,2009,58.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LT,2010,60.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LT,2011,62.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LT,2012,62.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LT,2013,53.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LT,2014,57.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LT,2015,60.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LT,2016,69.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LT,2017,69.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LT,2018,68.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LT,2019,70.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LT,2020,69.8,b
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LU,2009,91.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LU,2010,90.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LU,2011,92.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LU,2012,93,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LU,2013,91.8,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LU,2014,92.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LU,2015,91.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LU,2016,92.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LU,2017,93,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LU,2018,94.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LU,2019,94.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LU,2020,95.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LV,2009,51.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LV,2010,52.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LV,2011,53.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LV,2012,54.6,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LV,2013,54.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LV,2014,58.4,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LV,2015,62.1,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LV,2016,60.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LV,2017,60.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LV,2018,64.3,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,LV,2019,65.5,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,MT,2009,36.9,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,MT,2010,29.2,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,MT,2011,44.7,
ESTAT:TEN00062(1.0),20/10/22 11:00:00,A,PC,W1501,RCV,MT,2012,47.5,
